"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","downtown","airport","ddowntown"
"246","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,0,"f","f","strict",0,0,9079
"247","f","f","Guest suite","Private room",2,1,0,1,"Real Bed",138,1,3,4,"f","f","flexible",0,0,9079
"248","f","f","Apartment","Private room",2,1,1,1,"Real Bed",61,1,1,0,"t","f","strict",0,0,9079
"249","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",133,1,3,0,"f","f","strict",0,0,9079
"250","t","t","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,189,"t","f","flexible",0,0,9079
"251","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",120,1,1,0,"f","f","flexible",0,0,9079
"252","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",87,1,1,7,"f","f","moderate",0,0,9079
"253","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,2,2,2,"f","f","moderate",0,0,9079
"254","f","t","Apartment","Entire home/apt",3,1,0,1,"Real Bed",111,1,3,0,"f","f","strict",0,0,9079
"255","f","f","House","Entire home/apt",2,1,1,1,"Real Bed",151,1,3,17,"f","t","flexible",0,0,9079
"256","t","t","Apartment","Private room",2,1,1,1,"Futon",69,1,2,174,"f","f","moderate",0,0,9079
"257","f","t","House","Private room",2,2,1,1,"Real Bed",150,1,1,24,"f","f","moderate",0,0,9079
"258","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,2,35,"f","f","strict",0,0,9079
"259","t","t","House","Private room",4,1,2,2,"Real Bed",125,2,1,176,"f","f","strict",0,0,9079
"260","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,2,89,"t","f","moderate",0,0,9079
"261","t","t","Apartment","Entire home/apt",8,1.5,4,5,"Real Bed",350,1,2,1,"f","f","moderate",0,0,9079
"262","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",0,0,9079
"263","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,1,1,1,"f","f","flexible",0,0,9079
"264","f","t","Apartment","Private room",1,1,1,1,"Real Bed",27,1,1,0,"f","f","flexible",0,0,9079
"265","t","t","Condominium","Private room",1,1,1,1,"Real Bed",65,1,3,24,"f","f","moderate",0,0,9079
"266","f","f","Apartment","Private room",2,1,1,1,"Real Bed",65,1,7,0,"f","f","flexible",0,0,9079
"267","t","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,35,"f","f","moderate",0,0,9079
"268","f","f","House","Entire home/apt",6,2,3,3,"Real Bed",225,1,3,0,"t","f","flexible",0,0,9079
"269","t","t","Condominium","Private room",2,1,1,1,"Real Bed",61,1,2,20,"f","f","moderate",0,0,9079
"270","f","f","Apartment","Entire home/apt",6,1,3,4,"Real Bed",275,5,3,0,"f","f","moderate",0,0,9079
"271","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,1,"f","f","strict",0,0,9079
"272","f","f","House","Private room",2,1,1,2,"Real Bed",75,1,1,61,"f","f","flexible",0,0,9079
"273","t","t","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",75,1,1,99,"f","f","strict",0,0,9079
"274","f","t","House","Private room",2,2,1,1,"Real Bed",70,2,1,9,"f","f","moderate",0,0,9079
"275","f","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",159,3,1,3,"t","f","strict",0,0,9079
"276","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict",0,0,9079
"277","t","t","Apartment","Entire home/apt",5,1,1,3,"Real Bed",140,3,1,145,"f","t","moderate",0,0,9079
"278","t","t","Condominium","Private room",2,1,3,2,"Real Bed",100,2,1,44,"f","f","strict",0,0,9079
"279","f","t","House","Private room",3,1,1,2,"Real Bed",70,2,2,171,"f","f","flexible",0,0,9079
"280","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",140,1,3,0,"f","f","strict",0,0,9079
"281","f","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",110,1,4,1,"f","f","strict",0,0,9079
"282","f","f","Apartment","Entire home/apt",6,1,2,4,"Real Bed",200,4,3,0,"f","f","strict",0,0,9079
"283","f","t","Apartment","Entire home/apt",4,1,2,4,"Real Bed",183,4,2,10,"f","f","strict",0,0,9079
"284","t","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,6,"f","f","moderate",0,0,9079
"285","f","t","Apartment","Private room",3,1,1,2,"Futon",94,2,2,113,"f","f","moderate",0,0,9079
"286","f","t","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,5,"f","f","flexible",0,0,9079
"287","t","t","Apartment","Entire home/apt",6,1,3,5,"Real Bed",300,4,3,14,"f","t","strict",0,0,9079
"288","t","t","House","Private room",2,1,1,1,"Real Bed",80,1,3,30,"f","f","moderate",0,0,9079
"289","t","t","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,14,"f","f","flexible",0,0,9079
"290","f","t","House","Private room",2,1,1,1,"Real Bed",97,1,1,184,"f","f","moderate",0,0,9079
"291","f","t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",250,2,3,6,"f","f","strict",0,0,9079
"292","t","t","Condominium","Entire home/apt",10,2,5,6,"Real Bed",250,8,2,47,"f","t","strict",0,0,9079
"293","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,1,7,1,"f","f","flexible",0,0,9079
"294","f","f","Guest suite","Entire home/apt",2,1,0,1,"Real Bed",110,1,2,3,"t","f","moderate",0,0,9079
"295","t","t","House","Entire home/apt",2,1,1,1,"Real Bed",135,1,2,145,"f","f","strict",0,0,9079
"296","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,2,31,"f","f","moderate",0,0,9079
"297","t","t","Apartment","Entire home/apt",7,1,2,5,"Real Bed",300,4,2,22,"f","f","moderate",0,0,9079
"298","f","f","House","Private room",2,1,1,1,"Real Bed",40,1,1,2,"t","f","flexible",0,0,9079
"299","t","t","House","Private room",2,2,1,1,"Real Bed",70,2,2,10,"t","f","flexible",0,0,9079
"300","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",125,2,2,24,"f","t","strict",0,0,9079
"301","f","f","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,3,7,40,"f","f","moderate",0,0,9079
"302","f","t","House","Entire home/apt",4,2,2,2,"Real Bed",178,1,3,2,"f","f","flexible",0,0,9079
"303","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",109,2,1,33,"f","f","moderate",0,0,9079
"304","f","t","House","Private room",2,1,1,1,"Real Bed",67,1,3,0,"f","f","flexible",0,0,9079
"305","f","t","House","Entire home/apt",5,1,2,2,"Real Bed",180,1,3,1,"t","f","strict",0,0,9079
"306","t","t","House","Entire home/apt",3,1,1,2,"Real Bed",145,2,2,138,"t","t","strict",0,0,9079
"307","t","t","Townhouse","Entire home/apt",7,1.5,2,5,"Real Bed",200,3,1,10,"f","t","moderate",0,0,9079
"308","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",0,0,9079
"309","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,3,66,"f","f","flexible",0,0,9079
"310","f","f","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,10,"f","f","flexible",0,0,9079
"311","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,47,"f","f","moderate",0,0,9079
"312","f","t","Condominium","Entire home/apt",6,2,2,2,"Real Bed",180,2,3,10,"f","f","strict",0,0,9079
"313","f","f","House","Private room",2,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",0,0,9079
"314","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",122,2,2,31,"f","t","moderate",0,0,9079
"315","f","t","Condominium","Private room",2,1,1,1,"Real Bed",70,1,1,9,"f","f","flexible",0,0,9079
"316","f","t","Condominium","Private room",2,1,1,1,"Real Bed",95,1,3,0,"f","f","strict",0,0,9079
"317","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,6,0,"t","f","flexible",0,0,9079
"318","t","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",165,2,1,36,"t","t","moderate",0,0,9079
"319","f","t","House","Entire home/apt",2,1.5,1,1,"Real Bed",135,1,5,1,"f","f","strict",0,0,9079
"320","t","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,2,3,50,"f","f","moderate",0,0,9079
"321","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",200,4,4,0,"t","f","strict",0,0,9079
"322","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",84,2,1,2,"t","f","flexible",0,0,9079
"323","t","t","House","Entire home/apt",3,1,1,1,"Real Bed",90,2,2,292,"t","t","strict",0,0,9079
"324","f","f","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,0,"f","f","flexible",0,0,9079
"325","t","t","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed",225,2,1,47,"f","t","strict",0,0,9079
"326","f","t","Apartment","Entire home/apt",3,1,2,3,"Real Bed",225,3,5,30,"f","f","moderate",0,0,9079
"327","t","t","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,131,"t","f","strict",0,0,9079
"328","f","t","Apartment","Private room",3,1,1,1,"Real Bed",29,2,2,5,"t","f","strict",0,0,9079
"329","f","t","Condominium","Private room",2,1,1,1,"Real Bed",40,1,1,14,"f","f","flexible",0,0,9079
"330","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",173,2,2,219,"t","t","moderate",0,0,9079
"331","f","t","Condominium","Entire home/apt",4,1,2,1,"Real Bed",180,2,2,4,"f","t","moderate",0,0,9079
"332","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",159,1,1,24,"t","t","moderate",0,0,9079
"333","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,2,2,11,"t","t","strict",0,0,9079
"334","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",299,1,1,0,"f","f","flexible",0,0,9079
"335","f","t","Apartment","Private room",1,1,1,1,"Real Bed",60,1,3,0,"f","f","flexible",0,0,9079
"336","t","t","Guest suite","Private room",6,1,2,3,"Real Bed",139,4,2,37,"f","f","moderate",0,0,9079
"337","t","t","House","Private room",2,2,1,1,"Real Bed",50,1,2,61,"t","f","moderate",0,0,9079
"338","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,1,1,1,"f","f","moderate",0,0,9079
"339","f","f","Townhouse","Entire home/apt",4,2.5,3,3,"Real Bed",240,1,3,8,"t","f","flexible",0,0,9079
"341","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,1,13,"f","f","flexible",0,0,9079
"342","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",130,4,1,15,"f","t","moderate",0,0,9079
"343","f","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",117,4,1,10,"t","f","strict",0,0,9079
"344","f","f","Apartment","Shared room",2,1,1,1,"Pull-out Sofa",60,1,2,96,"f","f","strict",0,0,9079
"345","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,2,"t","f","moderate",0,0,9079
"346","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",151,1,2,7,"t","f","flexible",0,0,9079
"347","f","f","House","Entire home/apt",2,2,1,1,"Real Bed",230,1,3,0,"f","f","flexible",0,0,9079
"348","t","t","Townhouse","Private room",2,1.5,1,2,"Real Bed",84,1,3,37,"f","f","moderate",0,0,9079
"349","f","t","Apartment","Entire home/apt",2,1,1,1,"Futon",95,2,2,14,"f","f","moderate",0,0,9079
"350","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",160,4,1,22,"f","f","flexible",0,0,9079
"351","t","t","Apartment","Private room",2,1,1,1,"Real Bed",115,1,2,78,"f","f","moderate",0,0,9079
"352","f","t","Loft","Entire home/apt",4,1,2,4,"Real Bed",220,4,3,18,"f","f","moderate",0,0,9079
"353","t","t","Condominium","Private room",1,1,1,1,"Real Bed",88,1,6,198,"f","f","moderate",0,0,9079
"354","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",150,1,3,12,"f","f","strict",0,0,9079
"355","f","t","House","Entire home/apt",8,1,3,4,"Real Bed",275,6,3,76,"f","t","strict",0,0,9079
"356","t","t","House","Private room",2,1,1,1,"Real Bed",100,2,3,38,"f","f","moderate",0,0,9079
"357","t","t","Apartment","Private room",2,1,1,2,"Real Bed",50,2,1,234,"t","f","flexible",0,0,9079
"358","f","f","Apartment","Private room",1,1,1,1,"Real Bed",50,1,5,0,"f","f","moderate",0,0,9079
"359","t","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,4,2,8,"f","f","flexible",0,0,9079
"361","t","t","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,220,"t","f","flexible",0,0,9079
"362","f","t","House","Entire home/apt",8,2.5,3,3,"Real Bed",300,2,3,7,"f","t","strict",0,0,9079
"363","f","f","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,3,"t","f","strict",0,0,9079
"364","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,4,6,"f","f","moderate",0,0,9079
"365","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,2,208,"t","t","strict",0,0,9079
"366","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,2,2,71,"f","t","strict",0,0,9079
"367","f","t","Condominium","Entire home/apt",5,1,2,2,"Real Bed",250,2,3,5,"f","t","strict",0,0,9079
"368","f","t","Apartment","Private room",2,1,1,1,"Real Bed",109,1,2,26,"f","f","moderate",0,0,9079
"369","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,54,"f","f","flexible",0,0,9079
"370","t","t","House","Entire home/apt",2,1,1,1,"Real Bed",130,2,2,44,"f","t","flexible",0,0,9079
"371","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,2,2,37,"f","t","flexible",0,0,9079
"372","f","t","Apartment","Private room",2,1,1,1,"Real Bed",82,2,3,18,"f","f","moderate",0,0,9079
"373","f","t","Apartment","Private room",2,2,1,1,"Pull-out Sofa",150,1,1,0,"f","f","flexible",0,0,9079
"374","t","t","Apartment","Private room",2,1,1,1,"Real Bed",60,2,1,344,"t","f","flexible",0,0,9079
"376","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",174,4,3,0,"f","f","moderate",0,0,9079
"378","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",180,2,2,82,"f","t","moderate",0,0,9079
"380","f","t","Apartment","Private room",2,1,1,1,"Real Bed",63,1,2,3,"f","f","flexible",0,0,9079
"381","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",255,1,2,6,"f","f","strict",0,0,9079
"382","t","t","House","Private room",1,1,1,1,"Real Bed",50,1,2,58,"t","f","strict",0,0,9079
"383","f","t","Apartment","Private room",2,2,1,1,"Real Bed",95,1,1,1,"f","f","flexible",0,0,9079
"384","f","t","House","Private room",2,1,1,1,"Real Bed",54,1,1,0,"f","f","flexible",0,0,9079
"385","f","t","House","Entire home/apt",9,2,4,6,"Real Bed",250,8,5,5,"f","f","strict",0,0,9079
"387","t","t","House","Entire home/apt",5,1,2,4,"Real Bed",199,3,2,69,"f","f","strict",0,0,9079
"388","t","t","House","Entire home/apt",4,1,2,3,"Real Bed",145,2,2,137,"f","f","moderate",0,0,9079
"389","t","t","House","Entire home/apt",6,1.5,3,3,"Real Bed",300,1,4,11,"f","f","strict",0,0,9079
"390","f","t","Condominium","Private room",2,1,1,1,"Real Bed",105,1,1,0,"f","f","moderate",0,0,9079
"391","t","t","Condominium","Private room",4,1,1,2,"Real Bed",75,2,1,35,"t","f","moderate",0,0,9079
"392","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",180,1,1,1,"f","f","flexible",0,0,9079
"393","f","t","Apartment","Private room",2,1,1,1,"Futon",70,2,2,41,"f","f","moderate",0,0,9079
"394","t","t","Apartment","Entire home/apt",3,2,2,2,"Real Bed",110,3,3,1,"t","f","moderate",0,0,9079
"395","f","f","House","Private room",2,2,1,2,"Real Bed",100,1,2,20,"f","f","flexible",0,0,9079
"398","t","t","House","Private room",2,1,1,1,"Real Bed",99,1,2,103,"f","f","strict",0,0,9079
"399","t","t","Townhouse","Private room",2,1.5,1,1,"Real Bed",50,1,1,5,"f","f","strict",0,0,9079
"400","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,3,0,"f","f","strict",0,0,9079
"401","t","t","Condominium","Private room",2,1,1,1,"Real Bed",90,1,1,12,"t","f","flexible",0,0,9079
"402","t","t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",128,1,2,0,"f","f","flexible",0,0,9079
"403","f","t","Apartment","Private room",2,1,1,1,"Real Bed",98,1,2,1,"f","f","moderate",0,0,9079
"404","f","t","House","Private room",3,1,1,2,"Real Bed",90,2,2,155,"f","f","moderate",0,0,9079
"405","f","t","Apartment","Entire home/apt",9,1,3,4,"Real Bed",245,6,1,31,"t","t","moderate",0,0,9079
"406","f","t","Apartment","Private room",2,1,1,2,"Real Bed",78,1,2,3,"f","f","strict",0,0,9079
"407","f","t","House","Entire home/apt",6,2,4,3,"Real Bed",159,4,2,46,"f","f","moderate",0,0,9079
"408","f","t","House","Private room",2,1,1,1,"Real Bed",200,2,2,16,"f","f","strict",0,0,9079
"409","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,1,"f","f","flexible",0,0,9079
"410","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",145,2,1,21,"f","t","moderate",0,0,9079
"411","t","t","Condominium","Entire home/apt",4,1.5,2,3,"Real Bed",85,2,2,12,"f","f","moderate",0,0,9079
"412","f","t","Apartment","Private room",1,1,1,1,"Real Bed",30,1,15,3,"f","f","flexible",0,0,9079
"414","f","f","Apartment","Private room",2,1,1,1,"Real Bed",21,1,7,0,"t","f","flexible",0,0,9079
"415","f","f","Apartment","Private room",2,1,1,1,"Real Bed",63,1,1,5,"t","f","strict",0,0,9079
"416","t","f","Other","Entire home/apt",5,2,2,2,"Real Bed",160,1,2,14,"f","t","moderate",0,0,9079
"417","f","f","House","Private room",5,1,2,3,"Real Bed",115,1,3,44,"f","f","flexible",0,0,9079
"418","f","t","Apartment","Entire home/apt",4,1,2,1,"Real Bed",95,1,5,0,"f","f","flexible",0,0,9079
"419","t","t","Apartment","Entire home/apt",8,2,4,4,"Real Bed",399,4,2,18,"f","t","strict",0,0,9079
"421","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,1,2,9,"t","f","moderate",0,0,9079
"422","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,1,2,17,"t","f","moderate",0,0,9079
"423","f","t","Apartment","Private room",1,1,1,1,"Real Bed",50,1,14,1,"f","f","moderate",0,0,9079
"424","f","t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",70,1,3,12,"f","f","flexible",0,0,9079
"425","f","t","Apartment","Entire home/apt",4,1,3,3,"Real Bed",120,2,8,56,"f","f","moderate",0,0,9079
"426","f","f","Apartment","Private room",2,1,1,1,"Futon",125,1,1,1,"f","f","flexible",0,0,9079
"427","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,1,0,"f","f","flexible",0,0,9079
"428","t","f","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",85,1,1,68,"t","f","strict",0,0,9079
"429","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,125,"f","f","moderate",0,0,9079
"430","f","t","Other","Entire home/apt",2,1,1,1,"Real Bed",379,1,4,0,"f","f","strict",0,0,9079
"431","f","t","House","Private room",2,1,1,1,"Real Bed",56,1,1,16,"f","f","strict",0,0,9079
"432","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict",0,0,9079
"433","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,1,79,"t","f","strict",0,0,9079
"434","f","f","Apartment","Private room",1,1,1,2,"Real Bed",65,1,1,4,"f","f","flexible",0,0,9079
"435","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",128,1,3,0,"f","f","strict",0,0,9079
"436","t","t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",60,1,1,9,"f","f","strict",0,0,9079
"437","t","t","House","Private room",2,1,1,2,"Real Bed",135,2,2,86,"f","f","moderate",0,0,9079
"438","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",325,4,2,3,"f","f","moderate",0,0,9079
"439","f","t","Apartment","Private room",2,1,1,1,"Real Bed",115,1,18,0,"t","f","strict",0,0,9079
"440","f","f","House","Entire home/apt",5,2,3,3,"Real Bed",113,1,4,0,"f","f","flexible",0,0,9079
"441","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,12,"f","f","flexible",0,0,9079
"442","t","t","House","Private room",4,1,1,2,"Futon",72,2,2,29,"t","f","moderate",0,0,9079
"443","f","t","Condominium","Entire home/apt",4,1,2,4,"Real Bed",117,1,1,0,"t","f","flexible",0,0,9079
"444","f","f","Apartment","Private room",2,1,1,1,"Real Bed",65,4,1,50,"f","f","strict",0,0,9079
"445","t","t","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",80,1,1,70,"f","f","strict",0,0,9079
"446","f","t","Apartment","Entire home/apt",5,1.5,2,3,"Real Bed",200,1,2,13,"f","f","strict",0,0,9079
"447","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",125,1,3,0,"f","f","strict",0,0,9079
"448","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,2,2,36,"f","t","moderate",0,0,9079
"449","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,69,"f","f","moderate",0,0,9079
"450","t","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,7,25,"f","f","flexible",0,0,9079
"451","f","t","Apartment","Private room",3,1,1,2,"Real Bed",67,1,1,4,"f","f","moderate",0,0,9079
"452","f","t","Other","Entire home/apt",2,1,0,2,"Real Bed",207,1,7,0,"f","f","moderate",0,0,9079
"453","t","t","House","Entire home/apt",4,1,2,2,"Real Bed",180,3,1,77,"f","f","strict",0,0,9079
"454","f","t","Condominium","Entire home/apt",5,2,3,3,"Real Bed",210,2,2,3,"f","f","moderate",0,0,9079
"455","f","t","Townhouse","Entire home/apt",6,2.5,3,3,"Real Bed",148,1,7,1,"f","f","strict",0,0,9079
"456","f","t","Condominium","Private room",1,1,1,1,"Real Bed",80,1,7,0,"f","f","strict",0,0,9079
"457","f","t","House","Private room",2,3.5,1,2,"Real Bed",125,1,2,1,"f","f","flexible",0,0,9079
"458","t","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,2,86,"f","f","moderate",0,0,9079
"459","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,1,14,"f","f","flexible",0,0,9079
"460","f","t","House","Private room",1,1,1,1,"Real Bed",55,1,1,9,"f","f","flexible",0,0,9079
"461","f","f","Apartment","Private room",2,1,1,1,"Real Bed",125,1,1,0,"f","f","flexible",0,0,9079
"462","t","t","In-law","Entire home/apt",4,1,1,2,"Real Bed",130,2,1,30,"f","f","moderate",0,0,9079
"463","f","t","Apartment","Entire home/apt",3,1,2,2,"Real Bed",98,1,21,3,"f","f","moderate",0,0,9079
"464","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,25,"f","f","moderate",0,0,9079
"465","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",119,1,3,0,"f","f","strict",0,0,9079
"466","f","t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",168,1,3,83,"f","f","moderate",0,0,9079
"467","f","t","Townhouse","Entire home/apt",6,1.5,2,4,"Real Bed",165,1,1,10,"f","t","flexible",0,0,9079
"468","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,1,2,7,"f","f","strict",0,0,9079
"469","f","t","Apartment","Private room",2,1,1,1,"Real Bed",186,1,1,8,"f","f","moderate",0,0,9079
