"","host_is_superhost","host_identity_verified","neighborhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"2662","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,0,1,"Real Bed",200,2,2,50,"t","f","strict",747,3903
"2663","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed",320,1,3,0,"f","f","flexible",747,3903
"2664","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed",179,1,2,10,"f","f","strict",747,3903
"2665","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,1,58,"f","t","strict",747,3903
"2666","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",295,1,3,42,"t","t","flexible",747,3903
"2667","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",220,1,3,0,"f","f","flexible",747,3903
"2668","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed",260,1,2,0,"f","f","strict",747,3903
"2669","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",197,1,3,0,"f","f","strict",747,3903
"2670","t","f","Beacon Hill","Condominium","Entire home/apt",7,2,2,4,"Real Bed",331,4,2,52,"t","t","strict",747,3903
"2671","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed",195,1,1,9,"f","f","flexible",747,3903
"2672","t","t","Beacon Hill","Townhouse","Entire home/apt",6,2.5,3,4,"Real Bed",450,1,1,52,"t","t","moderate",747,3903
"2673","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,1,5,"f","f","moderate",747,3903
"2674","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",210,1,4,14,"f","f","strict",747,3903
"2675","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,0,1,"Real Bed",108,1,2,3,"t","f","flexible",747,3903
"2676","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed",201,1,2,6,"t","f","strict",747,3903
"2677","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed",179,2,2,32,"t","f","flexible",747,3903
"2678","f","t","Beacon Hill","Apartment","Entire home/apt",1,1,1,1,"Real Bed",159,1,3,0,"f","f","strict",747,3903
"2679","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",169,2,2,47,"t","t","moderate",747,3903
"2680","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,3,"t","f","strict",747,3903
"2681","f","t","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed",361,1,3,3,"f","f","strict",747,3903
"2682","t","t","Beacon Hill","Apartment","Entire home/apt",6,2,2,3,"Real Bed",175,1,2,18,"f","f","moderate",747,3903
"2683","f","f","Beacon Hill","House","Entire home/apt",7,2,4,4,"Real Bed",637,6,4,76,"t","f","strict",747,3903
"2684","f","t","Beacon Hill","Apartment","Private room",3,1,1,2,"Real Bed",80,1,4,35,"f","f","moderate",747,3903
"2685","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,1,1,"Real Bed",200,1,7,8,"t","f","strict",747,3903
"2686","f","f","Beacon Hill","Apartment","Entire home/apt",8,3,3,3,"Real Bed",399,1,2,18,"f","f","strict",747,3903
"2687","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,3,"Real Bed",265,3,1,19,"t","t","strict",747,3903
"2688","f","f","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed",95,2,1,31,"t","t","strict",747,3903
"2689","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,4,"t","f","strict",747,3903
"2690","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,2,3,9,"f","f","strict",747,3903
"2691","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,2,1,"f","f","flexible",747,3903
"2692","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",84,1,1,16,"t","f","strict",747,3903
"2693","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",149,4,2,17,"f","t","moderate",747,3903
"2694","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed",199,5,1,0,"t","f","strict",747,3903
"2695","t","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",140,1,3,65,"t","t","flexible",747,3903
"2696","f","t","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed",108,1,2,87,"f","f","strict",747,3903
"2697","t","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,1,5,13,"f","f","strict",747,3903
"2698","f","f","Beacon Hill","House","Entire home/apt",4,1,1,2,"Real Bed",69,1,2,57,"t","f","strict",747,3903
"2699","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed",325,4,1,3,"f","f","strict",747,3903
"2700","f","f","Beacon Hill","House","Entire home/apt",6,4,4,4,"Real Bed",900,1,3,9,"f","f","strict",747,3903
"2701","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,1,1,1,"f","f","moderate",747,3903
"2702","t","t","Beacon Hill","Apartment","Entire home/apt",4,2,2,1,"Real Bed",350,1,2,1,"f","f","strict",747,3903
"2703","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,1,30,1,"f","f","strict",747,3903
"2704","f","f","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed",75,1,1,0,"f","f","flexible",747,3903
"2705","f","f","Beacon Hill","Apartment","Entire home/apt",7,2,3,3,"Real Bed",159,1,2,47,"t","t","strict",747,3903
"2706","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",210,1,2,17,"f","f","moderate",747,3903
"2707","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,1,7,"t","f","flexible",747,3903
"2708","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",220,1,1,6,"t","t","flexible",747,3903
"2709","t","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,1,2,134,"f","t","strict",747,3903
"2710","f","t","Beacon Hill","Condominium","Entire home/apt",4,1,1,2,"Real Bed",143,4,1,106,"t","f","strict",747,3903
"2711","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed",90,1,90,0,"f","f","strict",747,3903
"2712","f","f","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed",320,1,1,86,"t","t","strict",747,3903
"2713","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,3,3,"f","f","moderate",747,3903
"2714","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,2,2,"Real Bed",147,1,30,17,"f","f","strict",747,3903
"2715","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,2,35,"f","f","moderate",747,3903
"2716","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",143,1,6,2,"t","f","flexible",747,3903
"2717","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed",125,2,4,9,"f","t","moderate",747,3903
"2718","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",188,2,20,34,"f","t","strict",747,3903
"2719","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,5,12,"f","f","moderate",747,3903
"2720","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",159,1,2,36,"f","t","moderate",747,3903
"2721","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,2,1,4,"f","f","moderate",747,3903
"2722","f","t","Beacon Hill","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",230,1,7,1,"f","f","flexible",747,3903
"2723","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,2,2,"t","f","flexible",747,3903
"2724","f","t","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed",40,1,4,1,"f","f","strict",747,3903
"2725","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",229,1,4,18,"f","f","strict",747,3903
"2726","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,2,"Real Bed",189,2,2,78,"t","f","strict",747,3903
"2727","f","f","Beacon Hill","Apartment","Entire home/apt",8,1,2,4,"Real Bed",195,4,1,54,"t","f","strict",747,3903
"2728","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,2,"f","f","strict",747,3903
"2729","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed",199,1,2,6,"f","f","strict",747,3903
"2730","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",190,1,2,0,"f","f","strict",747,3903
"2731","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed",123,1,2,10,"t","f","strict",747,3903
"2732","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,21,"t","f","strict",747,3903
"2733","f","f","Beacon Hill","Apartment","Entire home/apt",6,1.5,2,2,"Real Bed",399,1,2,16,"f","f","strict",747,3903
"2734","t","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed",215,2,1,33,"f","t","strict",747,3903
"2735","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed",130,1,1,9,"f","f","flexible",747,3903
"2736","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,25,"f","f","moderate",747,3903
"2737","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed",149,1,1,0,"t","f","flexible",747,3903
"2738","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,2,3,"Real Bed",166,1,26,0,"t","f","strict",747,3903
"2739","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed",199,1,4,6,"f","f","strict",747,3903
"2740","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed",170,2,1,19,"f","f","strict",747,3903
"2741","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,2,1,"t","f","moderate",747,3903
"2742","f","f","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed",89,1,3,7,"f","f","strict",747,3903
"2743","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",119,1,2,26,"t","t","strict",282,3006
"2744","f","t","Downtown","Apartment","Entire home/apt",4,1,0,2,"Real Bed",162,2,3,116,"f","f","strict",282,3006
"2745","t","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",129,2,1,162,"f","t","strict",282,3006
"2746","t","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",249,2,3,38,"f","f","strict",282,3006
"2747","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,7,15,"t","t","strict",282,3006
"2748","f","t","Downtown","Apartment","Entire home/apt",6,1,2,3,"Real Bed",270,4,2,1,"t","f","moderate",282,3006
"2749","t","t","Downtown","Condominium","Entire home/apt",2,1,1,1,"Real Bed",275,1,7,19,"f","f","moderate",282,3006
"2750","f","f","Downtown","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,5,"t","f","flexible",282,3006
"2751","f","f","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,3,3,"f","f","strict",282,3006
"2752","f","t","Downtown","Apartment","Entire home/apt",6,2,3,3,"Real Bed",179,1,2,2,"t","f","strict",282,3006
"2753","f","t","Downtown","Apartment","Entire home/apt",8,2,4,4,"Real Bed",299,1,2,2,"t","f","strict",282,3006
"2754","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,4,"t","t","strict",282,3006
"2755","f","f","Downtown","Condominium","Entire home/apt",4,1,1,3,"Real Bed",258,4,1,2,"t","f","strict",282,3006
"2756","f","t","Downtown","Apartment","Entire home/apt",6,2,3,1,"Real Bed",299,1,2,4,"t","f","strict",282,3006
"2757","f","f","Downtown","Apartment","Entire home/apt",7,2,3,4,"Real Bed",500,1,1,3,"f","f","strict",282,3006
"2758","t","t","Downtown","House","Entire home/apt",5,1.5,2,3,"Real Bed",355,4,1,0,"f","f","strict",282,3006
"2759","f","t","Downtown","Other","Private room",4,1,1,2,"Real Bed",400,1,4,2,"t","f","moderate",282,3006
"2760","f","f","Downtown","Condominium","Private room",4,1,1,2,"Real Bed",250,1,4,0,"t","f","flexible",282,3006
"2761","f","t","Downtown","Condominium","Entire home/apt",4,1,1,2,"Real Bed",267,1,1,57,"t","f","strict",282,3006
"2762","f","f","Downtown","Other","Private room",4,1,1,2,"Real Bed",300,1,1,3,"f","f","flexible",282,3006
"2763","f","t","Downtown","Villa","Private room",4,1,1,2,"Real Bed",400,1,3,0,"f","f","flexible",282,3006
"2764","f","f","Downtown","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,2,12,"t","t","strict",282,3006
"2765","f","f","Downtown","Apartment","Entire home/apt",7,2,2,3,"Real Bed",200,5,1,30,"t","t","strict",282,3006
"2766","f","t","Downtown","Apartment","Entire home/apt",7,2,2,2,"Real Bed",300,4,3,4,"f","f","moderate",282,3006
"2767","t","t","Downtown","Apartment","Entire home/apt",8,2,2,4,"Real Bed",350,5,3,44,"t","t","strict",282,3006
"2768","f","f","Downtown","Apartment","Entire home/apt",6,2,2,4,"Real Bed",99,1,1,63,"t","f","strict",282,3006
"2769","f","f","Downtown","Loft","Entire home/apt",8,3,3,3,"Real Bed",700,1,3,42,"t","t","strict",282,3006
"2770","f","t","Downtown","Apartment","Entire home/apt",6,1,1,3,"Real Bed",147,5,1,74,"t","t","strict",282,3006
"2771","t","f","Downtown","Apartment","Entire home/apt",8,2,2,2,"Real Bed",399,4,3,21,"t","t","strict",282,3006
"2772","f","t","Downtown","Apartment","Entire home/apt",4,3,2,2,"Real Bed",129,1,2,13,"t","f","strict",282,3006
"2773","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,2,114,"t","f","strict",282,3006
"2774","f","f","Downtown","Apartment","Entire home/apt",3,1,0,1,"Real Bed",220,2,1,116,"t","f","strict",282,3006
"2775","f","f","Downtown","Apartment","Entire home/apt",12,1,2,5,"Real Bed",236,4,1,4,"t","f","strict",282,3006
"2776","f","f","Downtown","Apartment","Entire home/apt",3,1,0,2,"Real Bed",150,1,4,1,"f","f","strict",282,3006
"2777","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",216,2,1,20,"t","f","strict",282,3006
"2778","f","f","Downtown","Apartment","Entire home/apt",4,1,1,3,"Real Bed",215,2,2,2,"t","f","moderate",282,3006
"2779","f","f","Downtown","Timeshare","Entire home/apt",2,1,1,1,"Real Bed",245,1,7,0,"f","f","strict",282,3006
"2780","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",375,2,2,5,"f","t","moderate",282,3006
"2781","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",249,1,2,3,"f","t","moderate",282,3006
"2782","f","f","Downtown","Apartment","Entire home/apt",3,1,0,2,"Real Bed",182,2,2,19,"f","f","strict",282,3006
"2783","f","f","Downtown","Apartment","Entire home/apt",6,1,2,2,"Real Bed",290,6,1,92,"t","f","strict",282,3006
"2784","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",135,1,3,39,"t","f","strict",282,3006
"2785","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,2,5,1,"f","f","strict",282,3006
"2786","f","t","Downtown","Apartment","Entire home/apt",3,1,0,1,"Real Bed",175,1,2,116,"t","f","strict",282,3006
"2787","f","t","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",182,1,3,8,"f","t","strict",282,3006
"2788","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,15,"t","f","strict",282,3006
"2789","f","t","Downtown","Apartment","Entire home/apt",3,1,0,2,"Real Bed",129,1,2,9,"t","f","strict",282,3006
"2790","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,14,"t","t","strict",282,3006
"2791","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,9,"t","f","strict",282,3006
"2792","f","t","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",177,1,10,1,"f","f","strict",282,3006
"2793","f","f","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",275,2,2,3,"f","t","strict",282,3006
"2794","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",130,1,3,0,"f","f","strict",282,3006
"2795","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",259,1,2,5,"f","f","strict",282,3006
"2796","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,3,0,"f","f","strict",282,3006
"2797","f","t","Downtown","Apartment","Entire home/apt",6,1,2,2,"Real Bed",300,1,2,7,"f","f","strict",282,3006
"2798","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,2,22,"f","f","strict",282,3006
"2799","f","f","Downtown","Apartment","Shared room",2,1,1,2,"Real Bed",90,1,1,9,"f","f","strict",282,3006
"2800","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",259,1,30,3,"f","f","super_strict_30",282,3006
"2801","f","t","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",90,2,1,1,"f","f","flexible",282,3006
"2802","f","t","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",99,1,1,0,"f","f","flexible",282,3006
"2803","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,1,2,4,"t","t","strict",282,3006
"2804","f","t","Downtown","Other","Entire home/apt",5,2,2,3,"Real Bed",389,1,3,29,"f","f","moderate",282,3006
"2805","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",800,1,3,1,"f","f","strict",282,3006
"2806","t","t","Downtown","Apartment","Entire home/apt",8,2,2,4,"Real Bed",399,4,3,31,"t","t","strict",282,3006
"2807","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",349,1,3,21,"f","f","super_strict_30",282,3006
"2808","f","f","Downtown","House","Entire home/apt",6,1,2,3,"Real Bed",239,2,2,1,"t","f","super_strict_30",282,3006
"2809","f","t","Downtown","Loft","Private room",2,1,1,1,"Real Bed",139,2,1,79,"t","f","strict",282,3006
"2810","f","f","Downtown","Apartment","Entire home/apt",7,2,3,4,"Real Bed",429,1,2,28,"t","t","strict",282,3006
"2811","f","t","Downtown","Other","Entire home/apt",2,1,1,1,"Real Bed",190,1,2,0,"f","f","strict",282,3006
"2812","f","f","Downtown","Condominium","Private room",2,1,1,1,"Real Bed",170,1,1,18,"t","f","strict",282,3006
"2813","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,2,110,"t","f","strict",282,3006
"2814","f","f","Downtown","Apartment","Entire home/apt",7,2,3,4,"Real Bed",429,1,2,9,"f","t","strict",282,3006
"2815","f","f","Downtown","Apartment","Private room",4,1,1,1,"Real Bed",250,1,1,0,"f","f","flexible",282,3006
"2816","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",185,1,2,24,"t","t","strict",282,3006
"2817","f","f","Downtown","Apartment","Entire home/apt",4,3,2,3,"Real Bed",200,1,2,1,"f","f","flexible",282,3006
"2818","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",269,1,2,4,"t","t","strict",282,3006
"2819","f","t","Downtown","Apartment","Entire home/apt",6,1,2,2,"Real Bed",347,4,1,9,"t","f","strict",282,3006
"2820","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",285,3,2,99,"f","f","strict",282,3006
"2821","f","f","Downtown","Villa","Private room",4,1,1,1,"Real Bed",100,1,1,0,"t","f","flexible",282,3006
"2822","f","t","Downtown","Apartment","Private room",1,1,1,1,"Real Bed",110,1,3,9,"f","f","strict",282,3006
"2823","f","f","Downtown","Apartment","Entire home/apt",3,1,0,2,"Real Bed",160,2,1,5,"f","f","strict",282,3006
"2824","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,1,2,1,"t","f","strict",282,3006
"2825","f","t","Downtown","Apartment","Entire home/apt",3,1,2,2,"Real Bed",300,3,1,4,"f","f","strict",282,3006
"2826","f","f","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",571,1,3,1,"f","f","strict",282,3006
"2827","f","f","Downtown","Timeshare","Private room",4,1,1,1,"Real Bed",200,1,4,2,"t","f","flexible",282,3006
"2828","f","f","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",99,1,1,59,"t","t","strict",282,3006
"2829","t","t","Downtown","Loft","Entire home/apt",4,2,2,2,"Real Bed",400,1,2,39,"f","f","flexible",282,3006
"2830","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,4,51,"f","t","moderate",282,3006
"2831","f","t","Downtown","Apartment","Shared room",2,1,1,2,"Airbed",103,1,2,12,"t","f","strict",282,3006
"2832","f","f","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,7,2,"f","f","strict",282,3006
"2833","f","f","Downtown","Apartment","Private room",1,1,0,1,"Real Bed",150,1,1,0,"f","f","flexible",282,3006
"2834","f","f","Downtown","Apartment","Entire home/apt",6,2,2,5,"Real Bed",99,1,1,41,"t","f","strict",282,3006
"2835","f","f","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,34,"t","f","strict",282,3006
"2836","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,2,23,"t","t","strict",282,3006
"2837","t","t","Downtown","House","Entire home/apt",10,2.5,3,9,"Real Bed",350,3,1,128,"t","t","strict",282,3006
"2838","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,20,"t","t","strict",282,3006
"2839","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",699,1,2,4,"t","t","strict",282,3006
"2840","t","f","Downtown","Condominium","Entire home/apt",2,1,1,1,"Real Bed",175,1,10,7,"f","f","strict",282,3006
"2841","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,12,"t","t","strict",282,3006
"2842","t","t","Downtown","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",115,2,2,61,"t","f","moderate",282,3006
"2843","f","f","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",363,1,1,112,"f","t","strict",282,3006
"2844","f","f","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",239,2,2,5,"t","t","moderate",282,3006
"2845","f","f","Downtown","Condominium","Entire home/apt",2,1,0,1,"Real Bed",170,1,1,11,"f","t","strict",282,3006
"2846","f","f","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",175,1,3,0,"f","f","flexible",282,3006
"2847","t","f","Downtown","Condominium","Entire home/apt",3,1,1,1,"Real Bed",150,1,10,25,"f","f","strict",282,3006
"2848","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",595,1,1,0,"f","f","flexible",282,3006
"2849","f","t","Downtown","Other","Entire home/apt",3,1,1,2,"Real Bed",339,1,5,0,"f","f","moderate",282,3006
"2850","f","t","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",282,3006
"2851","f","f","Downtown","Loft","Private room",2,1.5,1,1,"Real Bed",110,2,1,9,"f","f","flexible",282,3006
"2852","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",325,1,1,0,"f","f","moderate",282,3006
"2853","f","f","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",88,1,1,0,"t","f","moderate",282,3006
"2854","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,3,"f","t","strict",282,3006
"2855","f","f","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",157,3,1,0,"f","f","flexible",282,3006
"2856","f","f","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",250,1,1,0,"f","f","flexible",282,3006
"2857","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,2,23,"t","f","strict",282,3006
"2858","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",400,1,2,0,"f","f","moderate",282,3006
"2859","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,2,"f","f","strict",282,3006
"2860","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,1,2,"f","f","flexible",282,3006
"2861","f","f","Downtown","Apartment","Entire home/apt",6,1,2,2,"Real Bed",399,4,1,3,"t","f","strict",282,3006
"2862","f","t","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",199,1,2,23,"t","t","strict",282,3006
"2863","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",159,1,2,2,"t","f","strict",282,3006
"2864","f","t","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,3,7,"f","f","strict",282,3006
"2865","t","f","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",154,1,30,21,"f","f","moderate",282,3006
"2866","t","f","Downtown","Apartment","Entire home/apt",8,2,2,4,"Real Bed",399,4,3,35,"t","t","strict",282,3006
"2867","f","f","Downtown","Apartment","Entire home/apt",4,1,0,2,"Real Bed",179,2,2,17,"f","f","strict",282,3006
"2868","f","f","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",98,1,3,0,"f","f","flexible",282,3006
"2869","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,2,3,"t","f","strict",282,3006
"2870","f","t","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,21,0,"f","f","strict",282,3006
"2871","f","f","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",255,1,1,105,"f","t","strict",282,3006
"2872","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",140,1,1,49,"t","f","strict",282,3006
"2873","f","t","Downtown","Apartment","Entire home/apt",2,1.5,0,1,"Real Bed",200,1,1,1,"f","f","flexible",282,3006
"2874","f","t","Downtown","Condominium","Entire home/apt",2,1,1,1,"Real Bed",299,1,2,0,"f","f","flexible",282,3006
"2875","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,11,"t","t","strict",282,3006
"2876","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,2,1,"t","f","strict",282,3006
"2877","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,2,2,34,"t","t","strict",282,3006
"2878","t","t","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",229,1,1,37,"t","f","strict",282,3006
"2879","f","f","Downtown","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",299,1,1,0,"f","f","flexible",282,3006
"2880","f","f","Downtown","Apartment","Entire home/apt",6,2,2,4,"Real Bed",99,1,1,58,"t","f","strict",282,3006
"2881","f","f","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",291,1,1,191,"f","t","strict",282,3006
