"","host_is_superhost","host_identity_verified","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"2862","f","t","02109","Apartment","Entire home/apt",4,2,2,2,"Real Bed",199,1,2,23,"t","t","strict"
"2863","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",159,1,2,2,"t","f","strict"
"2864","f","t","02116","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,3,7,"f","f","strict"
"2865","t","f","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",154,1,30,21,"f","f","moderate"
"2866","t","f","02109","Apartment","Entire home/apt",8,2,2,4,"Real Bed",399,4,3,35,"t","t","strict"
"2867","f","f","02116","Apartment","Entire home/apt",4,1,0,2,"Real Bed",179,2,2,17,"f","f","strict"
"2868","f","f","02116","Apartment","Private room",2,1,1,1,"Real Bed",98,1,3,0,"f","f","flexible"
"2869","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,2,3,"t","f","strict"
"2870","f","t","02116","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,21,0,"f","f","strict"
"2871","f","f","02109","Apartment","Entire home/apt",6,2,2,3,"Real Bed",255,1,1,105,"f","t","strict"
"2872","f","t","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",140,1,1,49,"t","f","strict"
"2873","f","t","02114","Apartment","Entire home/apt",2,1.5,0,1,"Real Bed",200,1,1,1,"f","f","flexible"
"2874","f","t","02114","Condominium","Entire home/apt",2,1,1,1,"Real Bed",299,1,2,0,"f","f","flexible"
"2875","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,11,"t","t","strict"
"2876","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,2,1,"t","f","strict"
"2877","f","t","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,2,2,34,"t","t","strict"
"2878","t","t","02116","Apartment","Private room",2,1,1,1,"Real Bed",229,1,1,37,"t","f","strict"
"2879","f","f","02114","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",299,1,1,0,"f","f","flexible"
"2880","f","f","02109","Apartment","Entire home/apt",6,2,2,4,"Real Bed",99,1,1,58,"t","f","strict"
"2881","f","f","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",291,1,1,191,"f","t","strict"
"2882","t","t","02116","House","Entire home/apt",8,2,2,5,"Real Bed",375,4,2,68,"t","t","strict"
"2883","f","t","02109","Apartment","Private room",4,1,1,1,"Real Bed",135,1,1,3,"f","f","flexible"
"2884","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",181,1,3,0,"f","f","strict"
"2885","f","t","02109","Apartment","Entire home/apt",2,1,0,1,"Real Bed",275,2,1,19,"f","f","strict"
"2886","f","t","02111","Apartment","Entire home/apt",6,2,2,2,"Real Bed",320,4,1,3,"f","f","strict"
"2887","f","t","02108","Apartment","Entire home/apt",5,2,2,4,"Real Bed",290,4,2,85,"t","t","strict"
"2888","f","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,11,"t","f","strict"
"2889","f","t","02116","Condominium","Entire home/apt",3,1,1,1,"Real Bed",550,1,2,0,"t","f","strict"
"2890","f","f","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,2,4,40,"f","t","strict"
"2891","f","t","02114","Other","Entire home/apt",5,2,2,3,"Real Bed",439,1,5,0,"f","f","moderate"
"2892","f","t","02108","Apartment","Entire home/apt",3,1.5,1,1,"Real Bed",185,2,2,33,"t","f","strict"
"2893","f","t","02116","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,5,"f","t","strict"
"2894","t","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",158,4,2,29,"t","f","moderate"
"2895","f","f","02111","Apartment","Entire home/apt",2,1,0,2,"Real Bed",188,1,7,0,"t","f","strict"
"2896","f","f","02116","Apartment","Entire home/apt",4,2,2,2,"Real Bed",275,1,1,0,"f","f","flexible"
"2897","f","t","02122","Apartment","Entire home/apt",2,1,2,3,"Real Bed",125,1,3,26,"f","f","moderate"
"2898","f","f","02114","Apartment","Private room",1,1,1,1,"Real Bed",390,1,1,0,"f","f","moderate"
"2899","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,19,"t","t","strict"
"2900","f","t","02110","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,29,"t","t","strict"
"2901","f","f","02113","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,84,"t","t","strict"
"2902","t","t","02108 02111","Apartment","Entire home/apt",8,1,3,4,"Real Bed",299,3,1,209,"t","t","strict"
"2903","f","t","02108","Apartment","Entire home/apt",8,2,4,4,"Real Bed",259,1,2,2,"t","f","strict"
"2904","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,1,2,2,"t","f","strict"
"2905","f","f","02110","House","Entire home/apt",5,1.5,2,3,"Real Bed",193,2,2,5,"t","f","super_strict_30"
"2906","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",141,1,3,0,"f","f","strict"
"2907","f","t","02116","Apartment","Entire home/apt",1,1,1,2,"Real Bed",120,1,2,4,"t","f","strict"
"2908","f","t","02110","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,21,"t","t","strict"
"2909","f","f","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",595,1,1,0,"f","f","flexible"
"2910","f","t","02110","Apartment","Entire home/apt",4,2,2,2,"Real Bed",229,1,2,26,"t","t","strict"
"2911","f","t","02110","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict"
"2912","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",185,1,5,0,"f","f","strict"
"2913","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,0,"t","f","strict"
"2914","f","t","02114","Apartment","Entire home/apt",4,2,2,2,"Real Bed",349,1,5,6,"f","f","super_strict_30"
"2915","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,4,34,"f","f","moderate"
"2916","f","t","02111","Apartment","Entire home/apt",3,1,1,2,"Real Bed",225,1,1,1,"f","f","flexible"
"2917","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,21,"t","f","strict"
"2918","t","f","02108","Condominium","Entire home/apt",1,1,0,1,"Real Bed",175,1,5,11,"f","f","strict"
"2919","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,3,6,"f","t","moderate"
"2920","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,13,"t","t","strict"
"2921","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict"
"2922","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,2,"f","f","strict"
"2923","f","t","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",111,4,2,32,"t","f","strict"
"2924","f","f","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",160,1,2,1,"t","f","flexible"
"2925","f","t","02116","Apartment","Entire home/apt",3,1,0,1,"Real Bed",225,1,1,0,"f","f","flexible"
"2926","f","f","02114","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,2,"t","f","strict"
"2927","t","f","02108","Condominium","Entire home/apt",2,1,1,1,"Real Bed",140,1,14,1,"f","f","strict"
"2928","f","t","02110","Apartment","Entire home/apt",3,1,1,2,"Real Bed",129,1,2,15,"t","t","strict"
"2929","f","f","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",147,1,1,3,"t","f","flexible"
"2930","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",285,2,2,20,"f","f","moderate"
"2931","f","f","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",170,1,5,0,"t","f","flexible"
"2932","f","t","02109","Apartment","Entire home/apt",4,2,2,2,"Real Bed",259,1,2,41,"t","t","strict"
"2933","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,0,"f","f","flexible"
"2934","f","f","02111","Apartment","Private room",2,1,0,1,"Real Bed",200,1,1,0,"f","f","flexible"
"2935","f","t","02116","Apartment","Private room",3,1,1,1,"Real Bed",76,1,1,5,"f","f","moderate"
"2936","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",699,1,2,3,"t","t","strict"
"2937","f","t","02111","Loft","Entire home/apt",2,1,1,1,"Real Bed",275,2,2,35,"f","f","strict"
"2938","f","f","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,1,1,178,"f","t","strict"
"2939","t","t","02111","Apartment","Entire home/apt",4,1,1,2,"Real Bed",169,2,2,16,"f","f","moderate"
"2940","f","f","02111","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,7,1,"f","f","strict"
"2941","f","f","02110","Boat","Entire home/apt",8,4,4,4,"Real Bed",3995,8,1,2,"f","f","strict"
"2942","f","t","02109","Apartment","Entire home/apt",4,2,2,2,"Real Bed",109,1,2,14,"t","t","strict"
"2943","f","t","02108","Apartment","Entire home/apt",5,1,2,2,"Real Bed",269,1,2,3,"t","t","strict"
"2944","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",180,1,5,0,"f","f","strict"
"2945","f","t","02109","Condominium","Entire home/apt",4,2,2,2,"Real Bed",550,4,2,10,"f","f","strict"
"2946","f","t","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",132,1,1,99,"t","t","strict"
"2947","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,8,"t","t","strict"
"2948","f","t","02116","Apartment","Entire home/apt",3,1,0,1,"Real Bed",175,1,2,116,"t","f","strict"
"2949","f","t","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",199,1,3,5,"f","f","strict"
"2950","f","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"f","f","flexible"
"2951","f","f","02114","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,0,"t","f","strict"
"2952","f","f","02111","Apartment","Entire home/apt",2,1,1,1,"Real Bed",350,1,1,0,"f","f","flexible"
"2953","t","f","02109","Apartment","Entire home/apt",6,2,2,3,"Real Bed",363,1,1,121,"f","f","strict"
"2954","f","t","02108","Apartment","Entire home/apt",6,2,3,3,"Real Bed",269,1,2,2,"t","f","strict"
"2955","f","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,32,"f","f","moderate"
"2956","f","t","02116","Apartment","Private room",2,1,1,1,"Real Bed",60,1,2,12,"f","f","moderate"
"2957","f","t","02110","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",399,1,3,8,"f","t","strict"
"2958","f","t","02109","Apartment","Entire home/apt",4,1,2,2,"Real Bed",275,2,14,2,"f","f","flexible"
"2959","f","t","02110","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,12,"t","f","strict"
"2960","f","t","02116","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",350,5,1,5,"f","f","flexible"
"2961","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,21,"t","f","strict"
"2962","f","f","02114","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,1,5,0,"f","f","strict"
"2963","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",159,1,2,12,"t","f","strict"
"2964","f","f","02114","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,0,"t","f","strict"
"2965","f","f","02110","Boat","Entire home/apt",5,1,2,2,"Real Bed",100,1,4,0,"f","f","strict"
"2966","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,2,"f","f","strict"
"2967","f","f","02111","Apartment","Entire home/apt",4,1,1,3,"Real Bed",259,2,2,51,"t","t","moderate"
"2968","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,0,"t","f","strict"
"2969","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,10,"t","t","strict"
"2970","f","f","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",220,1,1,12,"t","f","flexible"
"2971","f","f","02111","Apartment","Entire home/apt",6,2,2,3,"Real Bed",300,6,1,125,"t","f","strict"
"2972","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,1,"t","f","strict"
"2973","f","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,9,"f","f","strict"
"2974","f","f","02111","Apartment","Entire home/apt",4,2,2,2,"Real Bed",400,1,1,0,"f","f","flexible"
"2975","f","t","02109","Villa","Private room",4,1,1,1,"Real Bed",245,1,3,0,"f","f","strict"
"2976","f","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,1,2,84,"t","f","strict"
"2977","f","f","02116","Apartment","Entire home/apt",3,1,0,2,"Real Bed",149,2,2,13,"f","f","strict"
"2978","f","f","02114","Condominium","Entire home/apt",4,2,2,2,"Real Bed",349,4,3,0,"f","f","flexible"
"2979","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,3,"t","f","strict"
"2980","t","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,1,24,"f","t","strict"
"2981","f","f","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,1,1,84,"t","f","strict"
"2982","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,0,"f","f","strict"
"2983","f","t","02116","Apartment","Private room",3,1,1,1,"Real Bed",169,2,1,9,"f","f","moderate"
"2984","f","t","02114","Apartment","Entire home/apt",5,2,2,1,"Real Bed",180,1,5,0,"f","f","strict"
"2985","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,7,"t","t","strict"
"2986","t","t","02114","Apartment","Entire home/apt",2,1,1,2,"Real Bed",189,1,7,2,"f","f","moderate"
"2987","f","t","02116","Apartment","Entire home/apt",5,1,1,2,"Real Bed",218,3,1,19,"t","f","strict"
"2988","f","f","02114","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,4,"f","f","strict"
"2989","f","t","02109","Apartment","Entire home/apt",8,3,3,3,"Real Bed",785,1,3,2,"f","f","strict"
"2990","f","t","02116","Apartment","Entire home/apt",5,1,1,3,"Real Bed",176,2,1,48,"t","t","strict"
"2991","f","f","02114","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,4,2,11,"f","f","moderate"
"2992","f","t","02114","Apartment","Entire home/apt",5,2,2,1,"Real Bed",175,1,5,0,"f","f","strict"
"2993","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,1,2,3,"t","t","strict"
"2994","f","f","02116","Apartment","Entire home/apt",3,1,1,2,"Real Bed",169,2,1,3,"f","f","strict"
"2995","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,4,"f","f","strict"
"2996","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",189,1,2,18,"t","f","strict"
"2997","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",170,1,1,9,"f","f","moderate"
"2998","f","f","02111","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,2,2,0,"t","f","moderate"
"2999","f","t","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",145,1,2,31,"t","f","strict"
"3000","f","t","02116","Apartment","Entire home/apt",2,1,0,1,"Real Bed",86,1,2,3,"f","f","flexible"
"3001","t","f","02108","Apartment","Entire home/apt",3,2,2,2,"Real Bed",300,1,7,2,"f","f","strict"
"3002","f","t","02109","Condominium","Entire home/apt",4,1,1,2,"Real Bed",375,1,4,0,"f","f","moderate"
"3003","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",79,1,2,4,"t","f","strict"
"3004","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,5,0,"f","f","strict"
"3005","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",0,1,1,0,"f","f","strict"
"3006","f","t","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",108,1,2,39,"f","f","strict"
"3007","f","f","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"t","f","flexible"
"3008","f","f","02108","Condominium","Entire home/apt",3,2,2,2,"Real Bed",159,1,5,2,"f","f","strict"
"3009","f","f","02109","Villa","Entire home/apt",4,1,1,1,"Real Bed",287,1,7,0,"f","f","flexible"
"3010","f","t","02109","Villa","Entire home/apt",4,1,1,2,"Real Bed",240,1,1,2,"f","f","strict"
"3011","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,34,"t","f","strict"
"3012","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,2,"t","f","strict"
"3013","f","f","02109","Timeshare","Private room",4,1,1,2,"Real Bed",350,1,7,0,"t","f","strict"
"3014","f","f","02114","Apartment","Private room",2,2,1,1,"Real Bed",125,1,3,0,"t","f","flexible"
"3015","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,0,"t","f","moderate"
"3016","f","f","02116","Apartment","Entire home/apt",6,2,2,2,"Real Bed",549,4,1,0,"t","f","strict"
"3017","f","t","02111","Apartment","Entire home/apt",6,2,2,3,"Real Bed",119,6,1,20,"t","f","strict"
"3018","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,3,"t","t","strict"
"3019","f","t","02111","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,2,2,77,"f","t","strict"
"3020","f","f","02109","Apartment","Entire home/apt",5,2,2,3,"Real Bed",200,1,20,0,"t","f","strict"
"3021","f","t","02111","Other","Entire home/apt",3,1,1,2,"Real Bed",311,1,3,9,"f","f","moderate"
"3022","t","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",102,4,2,55,"t","f","moderate"
"3023","f","f","02111","Apartment","Entire home/apt",8,2,2,4,"Real Bed",129,1,2,17,"t","f","strict"
"3024","f","f","02116","Apartment","Entire home/apt",6,2,2,2,"Real Bed",549,4,1,0,"t","f","strict"
"3025","f","t","02108","Apartment","Entire home/apt",6,2,3,3,"Real Bed",249,1,2,5,"t","f","strict"
"3026","t","f","02116","Apartment","Entire home/apt",4,2,2,2,"Real Bed",600,4,2,0,"f","f","flexible"
"3027","f","t","02111","Apartment","Entire home/apt",6,1,2,3,"Real Bed",295,3,2,94,"f","f","strict"
"3028","f","f","02109","Other","Private room",4,1,1,1,"Real Bed",300,1,7,0,"t","f","flexible"
"3029","f","f","02109","Apartment","Private room",1,1,0,1,"Real Bed",100,1,1,0,"f","f","flexible"
"3030","f","f","02108","Apartment","Entire home/apt",6,1,2,3,"Real Bed",291,1,1,141,"f","t","strict"
"3031","f","t","02108","Apartment","Entire home/apt",4,1,2,1,"Real Bed",179,1,2,1,"t","f","strict"
"3032","f","t","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",250,1,2,2,"t","f","strict"
"3033","t","t","02111","Loft","Entire home/apt",4,2,1,2,"Real Bed",395,4,2,53,"f","t","strict"
"3034","f","t","02108","Apartment","Entire home/apt",8,2,4,4,"Real Bed",299,1,2,6,"t","t","strict"
"3035","f","t","02114","Apartment","Private room",3,1,1,1,"Real Bed",180,1,2,0,"f","f","flexible"
"3036","t","t","02108","Townhouse","Entire home/apt",6,1.5,2,3,"Futon",425,1,2,67,"t","t","strict"
"3037","f","f","02111","Apartment","Entire home/apt",5,2,2,2,"Real Bed",800,1,3,0,"f","f","strict"
"3038","f","f","02215","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,1,"f","f","moderate"
"3039","f","t","02115","Apartment","Private room",2,1,1,1,"Real Bed",120,1,1,125,"t","f","moderate"
"3040","f","f","02115","Apartment","Private room",1,1,1,1,"Real Bed",50,1,25,1,"t","f","flexible"
"3041","f","f","02115","Apartment","Private room",2,1,0,1,"Real Bed",85,1,7,7,"t","f","strict"
"3042","f","t","02115","Apartment","Private room",1,1,1,1,"Real Bed",60,1,1,1,"t","f","flexible"
"3043","f","f","02115","Apartment","Private room",1,1,0,1,"Real Bed",65,1,1,2,"t","f","flexible"
"3044","f","f","02115","Apartment","Private room",1,1,1,1,"Real Bed",60,1,6,1,"f","f","strict"
"3045","f","t","02115","Apartment","Private room",1,1,1,1,"Real Bed",55,1,1,0,"t","f","strict"
"3046","f","t","02115","Condominium","Private room",1,1,1,1,"Real Bed",85,1,2,6,"t","f","strict"
"3047","f","f","02215","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,5,"t","f","flexible"
"3048","f","f","02115","Apartment","Private room",1,1,1,1,"Real Bed",65,1,5,2,"t","f","flexible"
"3049","f","t","02115","Apartment","Private room",2,1,1,2,"Real Bed",100,1,2,1,"t","f","flexible"
"3050","f","t","02115","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,20,"f","f","moderate"
"3051","f","f","02115","Apartment","Private room",1,1,1,1,"Real Bed",98,1,3,1,"t","f","strict"
"3052","f","f","02215","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",175,2,2,7,"f","f","strict"
"3053","f","f","02215","Apartment","Private room",2,1,1,1,"Real Bed",67,1,7,0,"f","f","strict"
"3054","f","f","02215","Apartment","Private room",2,1,1,2,"Real Bed",75,1,1,0,"t","f","moderate"
"3055","f","t","02215","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,14,"t","f","flexible"
"3056","f","f","02215","Other","Private room",1,1,1,1,"Real Bed",90,1,1,56,"t","f","strict"
"3057","f","f","02215","Apartment","Private room",2,1,1,2,"Real Bed",298,4,14,2,"f","f","strict"
"3058","f","t","02115","Apartment","Entire home/apt",2,1,0,1,"Real Bed",109,1,1,14,"f","f","strict"
"3059","f","f","02215","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,3,"f","f","flexible"
"3061","f","f","02215","Bed & Breakfast","Private room",1,1,1,1,"Real Bed",125,1,2,0,"f","f","strict"
"3062","f","f","02115","Apartment","Entire home/apt",5,1,2,2,"Real Bed",250,1,2,15,"t","f","moderate"
"3063","f","t","02215","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,1,3,10,"t","f","moderate"
"3064","f","t","02215","Apartment","Entire home/apt",4,1,1,2,"Real Bed",210,2,2,2,"t","f","moderate"
"3065","f","t","02115","Apartment","Entire home/apt",4,1,1,1,"Real Bed",152,2,2,11,"f","f","moderate"
"3066","f","t","02215","Apartment","Entire home/apt",10,1,1,16,"Real Bed",229,2,2,8,"f","f","strict"
