"","host_is_superhost","host_identity_verified","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"2612","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,1,"t","f","strict"
"2613","f","f","02114","Apartment","Entire home/apt",6,1,2,2,"Real Bed",380,4,2,31,"t","f","moderate"
"2614","f","t","02116","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa",150,2,2,18,"f","f","strict"
"2615","t","t","02114","Apartment","Entire home/apt",7,2,4,5,"Real Bed",600,5,2,101,"t","t","strict"
"2616","t","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,1,2,29,"f","f","strict"
"2617","f","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,1,2,7,"f","f","strict"
"2618","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",425,2,2,19,"f","f","strict"
"2619","f","t","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",299,3,2,3,"f","f","strict"
"2620","f","f","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,1,1,0,"f","f","flexible"
"2621","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",116,1,2,2,"t","f","moderate"
"2622","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,0,"t","f","strict"
"2623","f","f","02114","Apartment","Entire home/apt",7,1,2,2,"Real Bed",125,4,1,83,"t","f","strict"
"2624","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",219,1,4,35,"f","f","moderate"
"2625","f","f","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",196,1,5,6,"f","f","moderate"
"2626","f","f","02116","Apartment","Entire home/apt",4,1,1,3,"Real Bed",350,1,1,0,"f","f","flexible"
"2627","f","t","02114","Apartment","Entire home/apt",4,1,2,2,"Real Bed",240,1,1,14,"f","t","moderate"
"2628","f","t","02114","Apartment","Entire home/apt",4,1.5,2,3,"Real Bed",290,1,1,20,"t","f","flexible"
"2629","f","t","02114","Apartment","Entire home/apt",4,1,2,2,"Real Bed",275,2,3,0,"t","f","flexible"
"2630","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,2,"t","f","strict"
"2631","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,1,14,"t","f","strict"
"2632","f","f","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,1,3,"t","f","flexible"
"2633","f","f","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",199,2,2,49,"t","t","moderate"
"2634","f","f","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",220,3,1,82,"f","f","strict"
"2635","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",110,1,1,12,"f","f","strict"
"2636","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,14,"t","f","strict"
"2637","t","f","02114","Condominium","Entire home/apt",2,1,1,1,"Real Bed",130,1,30,4,"f","f","strict"
"2638","t","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",148,1,1,14,"t","f","flexible"
"2639","f","f","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",197,1,2,1,"f","f","flexible"
"2640","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,16,"t","f","strict"
"2641","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,7,120,"t","f","strict"
"2642","f","t","02114","Apartment","Private room",2,1,1,1,"Real Bed",160,1,1,39,"f","f","moderate"
"2643","t","t","02114","Apartment","Entire home/apt",6,1,2,3,"Real Bed",324,4,3,62,"t","t","strict"
"2644","t","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",207,1,1,4,"t","f","moderate"
"2645","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",117,1,2,20,"f","f","strict"
"2646","t","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,1,2,138,"t","t","strict"
"2647","f","t","02114","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,4,2,1,"f","f","flexible"
"2648","f","t","02108","Apartment","Entire home/apt",4,2.5,1,1,"Real Bed",200,1,1,10,"f","t","moderate"
"2649","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,2,65,"f","f","moderate"
"2650","f","t","02108","Condominium","Entire home/apt",2,1,0,1,"Real Bed",175,1,3,179,"t","t","strict"
"2651","f","t","02114","Condominium","Entire home/apt",4,2,2,2,"Real Bed",300,4,2,11,"f","t","strict"
"2652","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,7,16,"t","f","strict"
"2653","t","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",160,1,1,143,"f","t","strict"
"2654","f","t","02114","Apartment","Entire home/apt",4,1,3,3,"Real Bed",325,1,1,7,"f","f","flexible"
"2655","f","f","02114","Apartment","Entire home/apt",1,1,0,1,"Real Bed",120,1,1,6,"f","f","flexible"
"2656","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,1,2,7,"f","f","moderate"
"2657","t","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,16,"t","t","strict"
"2658","t","t","02114","Apartment","Entire home/apt",6,2,2,3,"Real Bed",220,1,2,10,"f","f","moderate"
"2659","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,18,"t","f","strict"
"2660","f","f","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",201,1,2,5,"t","f","strict"
"2661","f","f","02114","Apartment","Entire home/apt",6,2,2,2,"Real Bed",149,1,3,50,"t","t","strict"
"2662","f","f","02114","Apartment","Entire home/apt",3,1,0,1,"Real Bed",200,2,2,50,"t","f","strict"
"2663","f","t","02108","Apartment","Entire home/apt",3,1,1,2,"Real Bed",320,1,3,0,"f","f","flexible"
"2664","f","f","02118","Apartment","Entire home/apt",4,1,1,1,"Real Bed",179,1,2,10,"f","f","strict"
"2665","t","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,1,58,"f","t","strict"
"2666","f","f","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",295,1,3,42,"t","t","flexible"
"2667","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",220,1,3,0,"f","f","flexible"
"2668","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",260,1,2,0,"f","f","strict"
"2669","f","f","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",197,1,3,0,"f","f","strict"
"2670","t","f","02114","Condominium","Entire home/apt",7,2,2,4,"Real Bed",331,4,2,52,"t","t","strict"
"2671","f","t","02114","Apartment","Private room",2,1,1,1,"Real Bed",195,1,1,9,"f","f","flexible"
"2672","t","t","02108","Townhouse","Entire home/apt",6,2.5,3,4,"Real Bed",450,1,1,52,"t","t","moderate"
"2673","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,1,5,"f","f","moderate"
"2674","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",210,1,4,14,"f","f","strict"
"2675","f","f","02114","Apartment","Entire home/apt",1,1,0,1,"Real Bed",108,1,2,3,"t","f","flexible"
"2676","f","f","02114","Apartment","Entire home/apt",4,1,1,1,"Real Bed",201,1,2,6,"t","f","strict"
"2677","f","t","02114","Apartment","Entire home/apt",3,1,1,2,"Real Bed",179,2,2,32,"t","f","flexible"
"2678","f","t","02114","Apartment","Entire home/apt",1,1,1,1,"Real Bed",159,1,3,0,"f","f","strict"
"2679","f","f","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",169,2,2,47,"t","t","moderate"
"2680","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,3,"t","f","strict"
"2681","f","t","02114","Condominium","Entire home/apt",4,1,2,2,"Real Bed",361,1,3,3,"f","f","strict"
"2682","t","t","02114","Apartment","Entire home/apt",6,2,2,3,"Real Bed",175,1,2,18,"f","f","moderate"
"2683","f","f","02108","House","Entire home/apt",7,2,4,4,"Real Bed",637,6,4,76,"t","f","strict"
"2684","f","t","02114","Apartment","Private room",3,1,1,2,"Real Bed",80,1,4,35,"f","f","moderate"
"2685","f","f","02114","Apartment","Entire home/apt",1,1,1,1,"Real Bed",200,1,7,8,"t","f","strict"
"2686","f","f","02116","Apartment","Entire home/apt",8,3,3,3,"Real Bed",399,1,2,18,"f","f","strict"
"2687","f","t","02114","Apartment","Entire home/apt",4,1,2,3,"Real Bed",265,3,1,19,"t","t","strict"
"2688","f","f","02114","Condominium","Entire home/apt",4,1,2,2,"Real Bed",95,2,1,31,"t","t","strict"
"2689","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,4,"t","f","strict"
"2690","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,2,3,9,"f","f","strict"
"2691","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,2,1,"f","f","flexible"
"2692","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",84,1,1,16,"t","f","strict"
"2693","f","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",149,4,2,17,"f","t","moderate"
"2694","f","f","02114","Apartment","Entire home/apt",6,1,2,3,"Real Bed",199,5,1,0,"t","f","strict"
"2695","t","f","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",140,1,3,65,"t","t","flexible"
"2696","f","t","02114","Apartment","Private room",1,1,1,1,"Real Bed",108,1,2,87,"f","f","strict"
"2697","t","f","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,1,5,13,"f","f","strict"
"2698","f","f","02114","House","Entire home/apt",4,1,1,2,"Real Bed",69,1,2,57,"t","f","strict"
"2699","f","f","02114","Apartment","Entire home/apt",6,1,2,3,"Real Bed",325,4,1,3,"f","f","strict"
"2700","f","f","02108","House","Entire home/apt",6,4,4,4,"Real Bed",900,1,3,9,"f","f","strict"
"2701","f","t","02114","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,1,1,1,"f","f","moderate"
"2702","t","t","02108","Apartment","Entire home/apt",4,2,2,1,"Real Bed",350,1,2,1,"f","f","strict"
"2703","f","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,1,30,1,"f","f","strict"
"2704","f","f","02114","Apartment","Private room",1,1,1,1,"Real Bed",75,1,1,0,"f","f","flexible"
"2705","f","f","02114","Apartment","Entire home/apt",7,2,3,3,"Real Bed",159,1,2,47,"t","t","strict"
"2706","t","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",210,1,2,17,"f","f","moderate"
"2707","t","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,1,7,"t","f","flexible"
"2708","f","f","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",220,1,1,6,"t","t","flexible"
"2709","t","t","02114","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,1,2,134,"f","t","strict"
"2710","f","t","02108","Condominium","Entire home/apt",4,1,1,2,"Real Bed",143,4,1,106,"t","f","strict"
"2711","f","t","02114","Apartment","Private room",2,1,1,1,"Real Bed",90,1,90,0,"f","f","strict"
"2712","f","f","02114","Condominium","Entire home/apt",4,1,2,2,"Real Bed",320,1,1,86,"t","t","strict"
"2713","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,3,3,"f","f","moderate"
"2714","t","t","02114","Apartment","Entire home/apt",2,1,2,2,"Real Bed",147,1,30,17,"f","f","strict"
"2715","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,2,35,"f","f","moderate"
"2716","f","f","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",143,1,6,2,"t","f","flexible"
"2717","f","t","02114","Apartment","Entire home/apt",3,1,1,2,"Real Bed",125,2,4,9,"f","t","moderate"
"2718","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",188,2,20,34,"f","t","strict"
"2719","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,5,12,"f","f","moderate"
"2720","t","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",159,1,2,36,"f","t","moderate"
"2721","f","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,2,1,4,"f","f","moderate"
"2722","f","t","02114","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",230,1,7,1,"f","f","flexible"
"2723","f","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,2,2,"t","f","flexible"
"2724","f","t","02114","Apartment","Private room",1,1,1,1,"Real Bed",40,1,4,1,"f","f","strict"
"2725","f","t","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",229,1,4,18,"f","f","strict"
"2726","f","f","02114","Apartment","Entire home/apt",2,1,0,2,"Real Bed",189,2,2,78,"t","f","strict"
"2727","f","f","02114","Apartment","Entire home/apt",8,1,2,4,"Real Bed",195,4,1,54,"t","f","strict"
"2728","f","f","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,2,"f","f","strict"
"2729","f","f","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",199,1,2,6,"f","f","strict"
"2730","f","f","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",190,1,2,0,"f","f","strict"
"2731","f","f","02114","Apartment","Private room",2,1,1,1,"Real Bed",123,1,2,10,"t","f","strict"
"2732","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,21,"t","f","strict"
"2733","f","f","02116","Apartment","Entire home/apt",6,1.5,2,2,"Real Bed",399,1,2,16,"f","f","strict"
"2734","t","t","02114","Apartment","Entire home/apt",3,1,1,2,"Real Bed",215,2,1,33,"f","t","strict"
"2735","f","t","02108","Apartment","Private room",2,1,1,1,"Real Bed",130,1,1,9,"f","f","flexible"
"2736","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,25,"f","f","moderate"
"2737","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",149,1,1,0,"t","f","flexible"
"2738","f","f","02114","Apartment","Entire home/apt",4,1,2,3,"Real Bed",166,1,26,0,"t","f","strict"
"2739","f","t","02114","Apartment","Entire home/apt",4,1,2,2,"Real Bed",199,1,4,6,"f","f","strict"
"2740","t","t","02114","Apartment","Entire home/apt",4,1,1,2,"Real Bed",170,2,1,19,"f","f","strict"
"2741","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,2,1,"t","f","moderate"
"2742","f","f","02114","Apartment","Private room",1,1,1,1,"Real Bed",89,1,3,7,"f","f","strict"
"2743","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",119,1,2,26,"t","t","strict"
"2744","f","t","02114","Apartment","Entire home/apt",4,1,0,2,"Real Bed",162,2,3,116,"f","f","strict"
"2745","t","t","02108","Apartment","Entire home/apt",4,1,1,1,"Real Bed",129,2,1,162,"f","t","strict"
"2746","t","t","02108","Apartment","Entire home/apt",4,1,1,1,"Real Bed",249,2,3,38,"f","f","strict"
"2747","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,7,15,"t","t","strict"
"2748","f","t","02111","Apartment","Entire home/apt",6,1,2,3,"Real Bed",270,4,2,1,"t","f","moderate"
"2749","t","t","02114","Condominium","Entire home/apt",2,1,1,1,"Real Bed",275,1,7,19,"f","f","moderate"
"2750","f","f","02114","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,5,"t","f","flexible"
"2751","f","f","02111","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,3,3,"f","f","strict"
"2752","f","t","02108","Apartment","Entire home/apt",6,2,3,3,"Real Bed",179,1,2,2,"t","f","strict"
"2753","f","t","02108","Apartment","Entire home/apt",8,2,4,4,"Real Bed",299,1,2,2,"t","f","strict"
"2754","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,4,"t","t","strict"
"2755","f","f","02114","Condominium","Entire home/apt",4,1,1,3,"Real Bed",258,4,1,2,"t","f","strict"
"2756","f","t","02108","Apartment","Entire home/apt",6,2,3,1,"Real Bed",299,1,2,4,"t","f","strict"
"2757","f","f","02111","Apartment","Entire home/apt",7,2,3,4,"Real Bed",500,1,1,3,"f","f","strict"
"2758","t","t","02116","House","Entire home/apt",5,1.5,2,3,"Real Bed",355,4,1,0,"f","f","strict"
"2759","f","t","02109","Other","Private room",4,1,1,2,"Real Bed",400,1,4,2,"t","f","moderate"
"2760","f","f","02109","Condominium","Private room",4,1,1,2,"Real Bed",250,1,4,0,"t","f","flexible"
"2761","f","t","02113","Condominium","Entire home/apt",4,1,1,2,"Real Bed",267,1,1,57,"t","f","strict"
"2762","f","f","02109","Other","Private room",4,1,1,2,"Real Bed",300,1,1,3,"f","f","flexible"
"2763","f","t","02109","Villa","Private room",4,1,1,2,"Real Bed",400,1,3,0,"f","f","flexible"
"2764","f","f","02114","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,2,12,"t","t","strict"
"2765","f","f","02109","Apartment","Entire home/apt",7,2,2,3,"Real Bed",200,5,1,30,"t","t","strict"
"2766","f","t","02114","Apartment","Entire home/apt",7,2,2,2,"Real Bed",300,4,3,4,"f","f","moderate"
"2767","t","t","02109","Apartment","Entire home/apt",8,2,2,4,"Real Bed",350,5,3,44,"t","t","strict"
"2768","f","f","02109","Apartment","Entire home/apt",6,2,2,4,"Real Bed",99,1,1,63,"t","f","strict"
"2769","f","f","02111","Loft","Entire home/apt",8,3,3,3,"Real Bed",700,1,3,42,"t","t","strict"
"2770","f","t","02113","Apartment","Entire home/apt",6,1,1,3,"Real Bed",147,5,1,74,"t","t","strict"
"2771","t","f","02109","Apartment","Entire home/apt",8,2,2,2,"Real Bed",399,4,3,21,"t","t","strict"
"2772","f","t","02111","Apartment","Entire home/apt",4,3,2,2,"Real Bed",129,1,2,13,"t","f","strict"
"2773","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,2,114,"t","f","strict"
"2774","f","f","02111","Apartment","Entire home/apt",3,1,0,1,"Real Bed",220,2,1,116,"t","f","strict"
"2775","f","f","02116","Apartment","Entire home/apt",12,1,2,5,"Real Bed",236,4,1,4,"t","f","strict"
"2776","f","f","02111","Apartment","Entire home/apt",3,1,0,2,"Real Bed",150,1,4,1,"f","f","strict"
"2777","f","t","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",216,2,1,20,"t","f","strict"
"2779","f","f","02109","Timeshare","Entire home/apt",2,1,1,1,"Real Bed",245,1,7,0,"f","f","strict"
"2780","f","t","02210","Apartment","Entire home/apt",3,1,1,1,"Real Bed",375,2,2,5,"f","t","moderate"
"2781","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",249,1,2,3,"f","t","moderate"
"2782","f","f","02116","Apartment","Entire home/apt",3,1,0,2,"Real Bed",182,2,2,19,"f","f","strict"
"2783","f","f","02111","Apartment","Entire home/apt",6,1,2,2,"Real Bed",290,6,1,92,"t","f","strict"
"2784","f","t","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",135,1,3,39,"t","f","strict"
"2785","f","t","02109","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,2,5,1,"f","f","strict"
"2786","f","t","02116","Apartment","Entire home/apt",3,1,0,1,"Real Bed",175,1,2,116,"t","f","strict"
"2787","f","t","02116","Apartment","Entire home/apt",5,2,2,2,"Real Bed",182,1,3,8,"f","t","strict"
"2788","f","t","02110","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,15,"t","f","strict"
"2789","f","t","02110","Apartment","Entire home/apt",3,1,0,2,"Real Bed",129,1,2,9,"t","f","strict"
"2790","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,14,"t","t","strict"
"2791","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,9,"t","f","strict"
"2792","f","t","02111","Apartment","Entire home/apt",5,2,2,2,"Real Bed",177,1,10,1,"f","f","strict"
"2793","f","f","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",275,2,2,3,"f","t","strict"
"2794","f","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",130,1,3,0,"f","f","strict"
"2795","f","f","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",259,1,2,5,"f","f","strict"
"2796","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,3,0,"f","f","strict"
"2797","f","t","02111","Apartment","Entire home/apt",6,1,2,2,"Real Bed",300,1,2,7,"f","f","strict"
"2798","f","t","02111","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,2,22,"f","f","strict"
"2799","f","f","02130","Apartment","Shared room",2,1,1,2,"Real Bed",90,1,1,9,"f","f","strict"
"2800","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",259,1,30,3,"f","f","super_strict_30"
"2802","f","t","02109","Apartment","Private room",2,1,1,1,"Real Bed",99,1,1,0,"f","f","flexible"
"2803","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,1,2,4,"t","t","strict"
"2804","f","t","02111","Other","Entire home/apt",5,2,2,3,"Real Bed",389,1,3,29,"f","f","moderate"
"2805","f","f","02111","Apartment","Entire home/apt",5,2,2,2,"Real Bed",800,1,3,1,"f","f","strict"
"2806","t","t","02109","Apartment","Entire home/apt",8,2,2,4,"Real Bed",399,4,3,31,"t","t","strict"
"2807","f","t","02111","Apartment","Entire home/apt",4,1,2,2,"Real Bed",349,1,3,21,"f","f","super_strict_30"
"2808","f","f","02110","House","Entire home/apt",6,1,2,3,"Real Bed",239,2,2,1,"t","f","super_strict_30"
"2809","f","t","02111","Loft","Private room",2,1,1,1,"Real Bed",139,2,1,79,"t","f","strict"
"2810","f","f","02114","Apartment","Entire home/apt",7,2,3,4,"Real Bed",429,1,2,28,"t","t","strict"
"2811","f","t","02110","Other","Entire home/apt",2,1,1,1,"Real Bed",190,1,2,0,"f","f","strict"
"2812","f","f","02111","Condominium","Private room",2,1,1,1,"Real Bed",170,1,1,18,"t","f","strict"
"2813","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,2,110,"t","f","strict"
"2814","f","f","02114","Apartment","Entire home/apt",7,2,3,4,"Real Bed",429,1,2,9,"f","t","strict"
"2815","f","f","02109","Apartment","Private room",4,1,1,1,"Real Bed",250,1,1,0,"f","f","flexible"
"2816","f","t","02108","Apartment","Entire home/apt",2,1,0,1,"Real Bed",185,1,2,24,"t","t","strict"
"2817","f","f","02114","Apartment","Entire home/apt",4,3,2,3,"Real Bed",200,1,2,1,"f","f","flexible"
"2818","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",269,1,2,4,"t","t","strict"
"2819","f","t","02110","Apartment","Entire home/apt",6,1,2,2,"Real Bed",347,4,1,9,"t","f","strict"
"2820","f","t","02111","Apartment","Entire home/apt",4,1,2,2,"Real Bed",285,3,2,99,"f","f","strict"
"2821","f","f","02109","Villa","Private room",4,1,1,1,"Real Bed",100,1,1,0,"t","f","flexible"
"2822","f","t","02114","Apartment","Private room",1,1,1,1,"Real Bed",110,1,3,9,"f","f","strict"
"2823","f","f","02116","Apartment","Entire home/apt",3,1,0,2,"Real Bed",160,2,1,5,"f","f","strict"
"2824","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,1,2,1,"t","f","strict"
"2825","f","t","02111","Apartment","Entire home/apt",3,1,2,2,"Real Bed",300,3,1,4,"f","f","strict"
"2826","f","f","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",571,1,3,1,"f","f","strict"
"2827","f","f","02109","Timeshare","Private room",4,1,1,1,"Real Bed",200,1,4,2,"t","f","flexible"
"2828","f","f","02109","Apartment","Entire home/apt",6,2,2,3,"Real Bed",99,1,1,59,"t","t","strict"
"2829","t","t","02111","Loft","Entire home/apt",4,2,2,2,"Real Bed",400,1,2,39,"f","f","flexible"
"2830","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,4,51,"f","t","moderate"
"2831","f","t","02114","Apartment","Shared room",2,1,1,2,"Airbed",103,1,2,12,"t","f","strict"
"2832","f","f","02111","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,7,2,"f","f","strict"
"2833","f","f","02111","Apartment","Private room",1,1,0,1,"Real Bed",150,1,1,0,"f","f","flexible"
"2834","f","f","02109","Apartment","Entire home/apt",6,2,2,5,"Real Bed",99,1,1,41,"t","f","strict"
"2835","f","f","02114","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,34,"t","f","strict"
"2836","f","t","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,2,23,"t","t","strict"
"2837","t","t","02116","House","Entire home/apt",10,2.5,3,9,"Real Bed",350,3,1,128,"t","t","strict"
"2838","f","t","02110","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,20,"t","t","strict"
"2839","f","t","02108","Apartment","Entire home/apt",4,1,2,2,"Real Bed",699,1,2,4,"t","t","strict"
"2840","t","f","02108","Condominium","Entire home/apt",2,1,1,1,"Real Bed",175,1,10,7,"f","f","strict"
"2841","f","t","02110","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,12,"t","t","strict"
"2842","t","t","02116","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",115,2,2,61,"t","f","moderate"
"2843","f","f","02109","Apartment","Entire home/apt",6,2,2,3,"Real Bed",363,1,1,112,"f","t","strict"
"2844","f","f","02116","Apartment","Entire home/apt",4,1,1,2,"Real Bed",239,2,2,5,"t","t","moderate"
"2845","f","f","02113","Condominium","Entire home/apt",2,1,0,1,"Real Bed",170,1,1,11,"f","t","strict"
"2846","f","f","02116","Apartment","Entire home/apt",4,1,1,1,"Real Bed",175,1,3,0,"f","f","flexible"
"2847","t","f","02108","Condominium","Entire home/apt",3,1,1,1,"Real Bed",150,1,10,25,"f","f","strict"
"2848","f","f","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",595,1,1,0,"f","f","flexible"
"2849","f","t","02114","Other","Entire home/apt",3,1,1,2,"Real Bed",339,1,5,0,"f","f","moderate"
"2850","f","t","02116","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible"
"2851","f","f","02111","Loft","Private room",2,1.5,1,1,"Real Bed",110,2,1,9,"f","f","flexible"
"2852","f","t","02108","Apartment","Entire home/apt",2,1,1,1,"Real Bed",325,1,1,0,"f","f","moderate"
"2853","f","f","02116","Apartment","Private room",2,1,1,1,"Real Bed",88,1,1,0,"t","f","moderate"
"2854","f","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,3,"f","t","strict"
"2855","f","f","02108","Apartment","Entire home/apt",3,1,1,1,"Real Bed",157,3,1,0,"f","f","flexible"
"2856","f","f","02111","Apartment","Private room",2,1,1,1,"Real Bed",250,1,1,0,"f","f","flexible"
"2857","f","t","02110","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,2,23,"t","f","strict"
"2858","f","t","02116","Apartment","Entire home/apt",2,1,1,1,"Real Bed",400,1,2,0,"f","f","moderate"
"2859","f","t","02116","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,2,"f","f","strict"
"2860","f","t","02114","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,1,2,"f","f","flexible"
"2861","f","f","02111","Apartment","Entire home/apt",6,1,2,2,"Real Bed",399,4,1,3,"t","f","strict"
