"","host_is_superhost","host_identity_verified","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"2535","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$129.00",2,1,14,"f","f","moderate"
"2536","t","f","Beacon Hill","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$175.00",1,6,9,"f","f","strict"
"2537","t","t","Beacon Hill","House","Entire home/apt",6,2.5,3,3,"Real Bed","$750.00",1,2,6,"f","f","strict"
"2538","t","t","Beacon Hill","House","Entire home/apt",8,3.5,4,6,"Real Bed","$750.00",6,4,25,"f","t","strict"
"2539","f","t","Beacon Hill","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$220.00",1,1,0,"f","f","flexible"
"2540","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$70.00",1,1,2,"t","f","moderate"
"2541","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$107.00",1,1,5,"t","f","moderate"
"2542","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$169.00",1,1,5,"f","f","strict"
"2543","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$295.00",4,2,4,"t","f","moderate"
"2544","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$300.00",1,1,7,"f","t","moderate"
"2545","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$99.00",1,3,8,"t","f","strict"
"2546","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$201.00",1,2,5,"t","f","strict"
"2547","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$108.00",1,1,0,"t","f","flexible"
"2548","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$140.00",1,3,249,"t","t","strict"
"2549","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$140.00",1,2,10,"f","f","flexible"
"2550","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,2,"Real Bed","$80.00",1,1,0,"t","f","flexible"
"2551","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,2,"Real Bed","$133.00",2,2,106,"t","f","strict"
"2552","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$120.00",1,1,23,"f","f","flexible"
"2553","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$120.00",1,2,4,"t","f","flexible"
"2554","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$150.00",1,1,2,"f","f","moderate"
"2555","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$195.00",1,2,22,"t","f","super_strict_30"
"2556","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$195.00",1,2,20,"t","f","super_strict_30"
"2557","f","f","Beacon Hill","House","Entire home/apt",6,2,2,2,"Real Bed","$149.00",1,2,58,"t","t","strict"
"2558","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$180.00",1,2,3,"f","f","moderate"
"2559","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$200.00",1,2,22,"f","f","moderate"
"2560","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$200.00",1,2,2,"f","f","moderate"
"2561","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$188.00",2,1,12,"t","f","strict"
"2562","f","f","Beacon Hill","Apartment","Private room",4,1,1,1,"Real Bed","$201.00",1,2,0,"t","f","strict"
"2563","f","t","Beacon Hill","Condominium","Entire home/apt",4,1.5,2,3,"Real Bed","$260.00",1,5,1,"f","f","strict"
"2564","t","t","Beacon Hill","Condominium","Entire home/apt",5,2,2,2,"Real Bed","$249.00",4,2,44,"f","t","strict"
"2565","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$145.00",1,1,23,"t","f","moderate"
"2566","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,0,1,"Real Bed","$150.00",3,1,78,"t","f","strict"
"2567","f","f","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed","$40.00",1,6,0,"f","f","flexible"
"2568","f","f","Beacon Hill","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$190.00",2,3,8,"f","t","strict"
"2569","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$200.00",2,3,2,"f","f","strict"
"2570","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$200.00",2,1,53,"f","f","strict"
"2571","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$160.00",1,2,21,"t","f","strict"
"2572","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$260.00",1,3,1,"f","f","strict"
"2573","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,13,"t","f","strict"
"2574","t","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$179.00",1,1,70,"f","f","strict"
"2575","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$195.00",1,2,15,"t","f","super_strict_30"
"2576","f","f","Beacon Hill","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$650.00",1,6,0,"f","f","moderate"
"2577","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,3,"Real Bed","$250.00",3,1,5,"f","t","flexible"
"2578","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$184.00",1,3,10,"f","f","moderate"
"2579","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,0,2,"Real Bed","$85.00",1,1,32,"t","f","strict"
"2580","f","f","Beacon Hill","Condominium","Entire home/apt",2,1,0,1,"Real Bed","$175.00",2,3,97,"t","f","strict"
"2581","t","f","Beacon Hill","House","Entire home/apt",3,1,0,2,"Real Bed","$225.00",1,1,93,"t","f","moderate"
"2582","f","f","Beacon Hill","Apartment","Entire home/apt",8,3,4,4,"Real Bed","$350.00",1,2,22,"f","f","moderate"
"2583","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$287.00",2,21,7,"f","t","strict"
"2584","t","t","Beacon Hill","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed","$305.00",1,4,43,"f","f","strict"
"2585","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$209.00",1,2,69,"t","f","strict"
"2586","f","f","Beacon Hill","Condominium","Entire home/apt",7,1,2,2,"Real Bed","$275.00",4,1,3,"f","f","strict"
"2587","f","t","Beacon Hill","House","Entire home/apt",4,2,2,2,"Real Bed","$285.00",3,2,24,"f","f","strict"
"2588","f","t","Beacon Hill","Apartment","Shared room",2,1,1,1,"Pull-out Sofa","$89.00",1,3,113,"f","f","moderate"
"2589","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$200.00",1,1,0,"f","f","flexible"
"2590","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,0,1,"Real Bed","$169.00",1,3,0,"f","f","strict"
"2591","f","f","Beacon Hill","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$220.00",1,1,59,"f","t","flexible"
"2592","f","t","Beacon Hill","Apartment","Shared room",1,1,1,1,"Pull-out Sofa","$78.00",1,2,73,"f","f","strict"
"2593","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$75.00",1,1,60,"t","f","strict"
"2594","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$219.00",1,1,5,"t","f","moderate"
"2595","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$99.00",1,1,24,"t","f","strict"
"2596","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$130.00",1,1,1,"f","f","flexible"
"2597","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,0,1,"Real Bed","$189.00",1,3,2,"t","f","strict"
"2598","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$172.00",1,2,73,"f","t","moderate"
"2599","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$157.00",1,1,21,"t","f","moderate"
"2600","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",1,2,1,"f","f","flexible"
"2601","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,1,1,"Real Bed","$150.00",1,1,0,"f","f","flexible"
"2602","f","f","Beacon Hill","Bed & Breakfast","Private room",2,1,1,2,"Real Bed","$100.00",1,2,122,"f","f","moderate"
"2603","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$275.00",2,1,3,"f","f","moderate"
"2604","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$195.00",1,2,17,"t","f","super_strict_30"
"2605","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,2,2,"Real Bed","$330.00",1,1,3,"f","f","flexible"
"2606","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,7,"t","f","strict"
"2607","f","f","Beacon Hill","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$189.00",4,2,0,"t","f","strict"
"2608","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$200.00",1,2,36,"f","f","moderate"
"2609","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$225.00",2,1,6,"f","f","moderate"
"2610","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$189.00",1,2,53,"t","f","strict"
"2611","t","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$250.00",1,1,3,"f","f","strict"
"2612","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$180.00",1,2,1,"t","f","strict"
"2613","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$380.00",4,2,31,"t","f","moderate"
"2614","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","$150.00",2,2,18,"f","f","strict"
"2615","t","t","Beacon Hill","Apartment","Entire home/apt",7,2,4,5,"Real Bed","$600.00",5,2,101,"t","t","strict"
"2616","t","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$200.00",1,2,29,"f","f","strict"
"2617","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$250.00",1,2,7,"f","f","strict"
"2618","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$425.00",2,2,19,"f","f","strict"
"2619","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$299.00",3,2,3,"f","f","strict"
"2620","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$150.00",1,1,0,"f","f","flexible"
"2621","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$116.00",1,2,2,"t","f","moderate"
"2622","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$180.00",1,2,0,"t","f","strict"
"2623","f","f","Beacon Hill","Apartment","Entire home/apt",7,1,2,2,"Real Bed","$125.00",4,1,83,"t","f","strict"
"2624","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$219.00",1,4,35,"f","f","moderate"
"2625","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$196.00",1,5,6,"f","f","moderate"
"2626","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,3,"Real Bed","$350.00",1,1,0,"f","f","flexible"
"2627","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$240.00",1,1,14,"f","t","moderate"
"2628","f","t","Beacon Hill","Apartment","Entire home/apt",4,1.5,2,3,"Real Bed","$290.00",1,1,20,"t","f","flexible"
"2629","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$275.00",2,3,0,"t","f","flexible"
"2630","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$180.00",1,2,2,"t","f","strict"
"2631","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$99.00",1,1,14,"t","f","strict"
"2632","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$225.00",1,1,3,"t","f","flexible"
"2633","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$199.00",2,2,49,"t","t","moderate"
"2634","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$220.00",3,1,82,"f","f","strict"
"2635","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$110.00",1,1,12,"f","f","strict"
"2636","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,2,14,"t","f","strict"
"2637","t","f","Beacon Hill","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$130.00",1,30,4,"f","f","strict"
"2638","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$148.00",1,1,14,"t","f","flexible"
"2639","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$197.00",1,2,1,"f","f","flexible"
"2640","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,2,16,"t","f","strict"
"2641","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$250.00",1,7,120,"t","f","strict"
"2642","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$160.00",1,1,39,"f","f","moderate"
"2643","t","t","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$324.00",4,3,62,"t","t","strict"
"2644","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$207.00",1,1,4,"t","f","moderate"
"2645","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$117.00",1,2,20,"f","f","strict"
"2646","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$225.00",1,2,138,"t","t","strict"
"2647","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$250.00",4,2,1,"f","f","flexible"
"2648","f","t","Beacon Hill","Apartment","Entire home/apt",4,2.5,1,1,"Real Bed","$200.00",1,1,10,"f","t","moderate"
"2649","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$200.00",1,2,65,"f","f","moderate"
"2650","f","t","Beacon Hill","Condominium","Entire home/apt",2,1,0,1,"Real Bed","$175.00",1,3,179,"t","t","strict"
"2651","f","t","Beacon Hill","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$300.00",4,2,11,"f","t","strict"
"2652","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,7,16,"t","f","strict"
"2653","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$160.00",1,1,143,"f","t","strict"
"2654","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,3,3,"Real Bed","$325.00",1,1,7,"f","f","flexible"
"2655","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,0,1,"Real Bed","$120.00",1,1,6,"f","f","flexible"
"2656","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$100.00",1,2,7,"f","f","moderate"
"2657","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,2,16,"t","t","strict"
"2658","t","t","Beacon Hill","Apartment","Entire home/apt",6,2,2,3,"Real Bed","$220.00",1,2,10,"f","f","moderate"
"2659","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,18,"t","f","strict"
"2660","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$201.00",1,2,5,"t","f","strict"
"2661","f","f","Beacon Hill","Apartment","Entire home/apt",6,2,2,2,"Real Bed","$149.00",1,3,50,"t","t","strict"
"2662","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,0,1,"Real Bed","$200.00",2,2,50,"t","f","strict"
"2663","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$320.00",1,3,0,"f","f","flexible"
"2664","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$179.00",1,2,10,"f","f","strict"
"2665","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$160.00",1,1,58,"f","t","strict"
"2666","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$295.00",1,3,42,"t","t","flexible"
"2667","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$220.00",1,3,0,"f","f","flexible"
"2668","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$260.00",1,2,0,"f","f","strict"
"2669","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$197.00",1,3,0,"f","f","strict"
"2670","t","f","Beacon Hill","Condominium","Entire home/apt",7,2,2,4,"Real Bed","$331.00",4,2,52,"t","t","strict"
"2671","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$195.00",1,1,9,"f","f","flexible"
"2672","t","t","Beacon Hill","Townhouse","Entire home/apt",6,2.5,3,4,"Real Bed","$450.00",1,1,52,"t","t","moderate"
"2673","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",2,1,5,"f","f","moderate"
"2674","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$210.00",1,4,14,"f","f","strict"
"2675","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,0,1,"Real Bed","$108.00",1,2,3,"t","f","flexible"
"2676","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$201.00",1,2,6,"t","f","strict"
"2677","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$179.00",2,2,32,"t","f","flexible"
"2678","f","t","Beacon Hill","Apartment","Entire home/apt",1,1,1,1,"Real Bed","$159.00",1,3,0,"f","f","strict"
"2679","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$169.00",2,2,47,"t","t","moderate"
"2680","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,3,"t","f","strict"
"2681","f","t","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$361.00",1,3,3,"f","f","strict"
"2682","t","t","Beacon Hill","Apartment","Entire home/apt",6,2,2,3,"Real Bed","$175.00",1,2,18,"f","f","moderate"
"2683","f","f","Beacon Hill","House","Entire home/apt",7,2,4,4,"Real Bed","$637.00",6,4,76,"t","f","strict"
"2684","f","t","Beacon Hill","Apartment","Private room",3,1,1,2,"Real Bed","$80.00",1,4,35,"f","f","moderate"
"2685","f","f","Beacon Hill","Apartment","Entire home/apt",1,1,1,1,"Real Bed","$200.00",1,7,8,"t","f","strict"
"2686","f","f","Beacon Hill","Apartment","Entire home/apt",8,3,3,3,"Real Bed","$399.00",1,2,18,"f","f","strict"
"2687","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,3,"Real Bed","$265.00",3,1,19,"t","t","strict"
"2688","f","f","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$95.00",2,1,31,"t","t","strict"
"2689","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$180.00",1,2,4,"t","f","strict"
"2690","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$150.00",2,3,9,"f","f","strict"
"2691","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$99.00",1,2,1,"f","f","flexible"
"2692","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$84.00",1,1,16,"t","f","strict"
"2693","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$149.00",4,2,17,"f","t","moderate"
"2694","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$199.00",5,1,0,"t","f","strict"
"2695","t","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$140.00",1,3,65,"t","t","flexible"
"2696","f","t","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed","$108.00",1,2,87,"f","f","strict"
"2697","t","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$175.00",1,5,13,"f","f","strict"
"2698","f","f","Beacon Hill","House","Entire home/apt",4,1,1,2,"Real Bed","$69.00",1,2,57,"t","f","strict"
"2699","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$325.00",4,1,3,"f","f","strict"
"2700","f","f","Beacon Hill","House","Entire home/apt",6,4,4,4,"Real Bed","$900.00",1,3,9,"f","f","strict"
"2701","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$150.00",1,1,1,"f","f","moderate"
"2702","t","t","Beacon Hill","Apartment","Entire home/apt",4,2,2,1,"Real Bed","$350.00",1,2,1,"f","f","strict"
"2703","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$180.00",1,30,1,"f","f","strict"
"2704","f","f","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed","$75.00",1,1,0,"f","f","flexible"
"2705","f","f","Beacon Hill","Apartment","Entire home/apt",7,2,3,3,"Real Bed","$159.00",1,2,47,"t","t","strict"
"2706","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$210.00",1,2,17,"f","f","moderate"
"2707","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$139.00",1,1,7,"t","f","flexible"
"2708","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$220.00",1,1,6,"t","t","flexible"
"2709","t","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$180.00",1,2,134,"f","t","strict"
"2710","f","t","Beacon Hill","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$143.00",4,1,106,"t","f","strict"
"2711","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,90,0,"f","f","strict"
"2712","f","f","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$320.00",1,1,86,"t","t","strict"
