"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"2850","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",906,7454
"2851","f","f","Loft","Private room",2,1.5,1,1,"Real Bed",110,2,1,9,"f","f","flexible",906,7454
"2852","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",325,1,1,0,"f","f","moderate",906,7454
"2853","f","f","Apartment","Private room",2,1,1,1,"Real Bed",88,1,1,0,"t","f","moderate",906,7454
"2854","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,3,"f","t","strict",906,7454
"2855","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",157,3,1,0,"f","f","flexible",906,7454
"2856","f","f","Apartment","Private room",2,1,1,1,"Real Bed",250,1,1,0,"f","f","flexible",906,7454
"2857","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,2,23,"t","f","strict",906,7454
"2858","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",400,1,2,0,"f","f","moderate",906,7454
"2859","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,2,"f","f","strict",906,7454
"2860","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,1,2,"f","f","flexible",906,7454
"2861","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",399,4,1,3,"t","f","strict",906,7454
"2862","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",199,1,2,23,"t","t","strict",906,7454
"2863","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",159,1,2,2,"t","f","strict",906,7454
"2864","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",175,1,3,7,"f","f","strict",906,7454
"2865","t","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",154,1,30,21,"f","f","moderate",906,7454
"2866","t","f","Apartment","Entire home/apt",8,2,2,4,"Real Bed",399,4,3,35,"t","t","strict",906,7454
"2867","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",179,2,2,17,"f","f","strict",906,7454
"2868","f","f","Apartment","Private room",2,1,1,1,"Real Bed",98,1,3,0,"f","f","flexible",906,7454
"2869","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,2,3,"t","f","strict",906,7454
"2870","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,21,0,"f","f","strict",906,7454
"2871","f","f","Apartment","Entire home/apt",6,2,2,3,"Real Bed",255,1,1,105,"f","t","strict",906,7454
"2872","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",140,1,1,49,"t","f","strict",906,7454
"2873","f","t","Apartment","Entire home/apt",2,1.5,0,1,"Real Bed",200,1,1,1,"f","f","flexible",906,7454
"2874","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",299,1,2,0,"f","f","flexible",906,7454
"2875","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,11,"t","t","strict",906,7454
"2876","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,2,1,"t","f","strict",906,7454
"2877","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,2,2,34,"t","t","strict",906,7454
"2878","t","t","Apartment","Private room",2,1,1,1,"Real Bed",229,1,1,37,"t","f","strict",906,7454
"2879","f","f","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",299,1,1,0,"f","f","flexible",906,7454
"2880","f","f","Apartment","Entire home/apt",6,2,2,4,"Real Bed",99,1,1,58,"t","f","strict",906,7454
"2881","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",291,1,1,191,"f","t","strict",906,7454
"2882","t","t","House","Entire home/apt",8,2,2,5,"Real Bed",375,4,2,68,"t","t","strict",906,7454
"2883","f","t","Apartment","Private room",4,1,1,1,"Real Bed",135,1,1,3,"f","f","flexible",906,7454
"2884","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",181,1,3,0,"f","f","strict",906,7454
"2885","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",275,2,1,19,"f","f","strict",906,7454
"2886","f","t","Apartment","Entire home/apt",6,2,2,2,"Real Bed",320,4,1,3,"f","f","strict",906,7454
"2887","f","t","Apartment","Entire home/apt",5,2,2,4,"Real Bed",290,4,2,85,"t","t","strict",906,7454
"2888","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,11,"t","f","strict",906,7454
"2890","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,2,4,40,"f","t","strict",906,7454
"2892","f","t","Apartment","Entire home/apt",3,1.5,1,1,"Real Bed",185,2,2,33,"t","f","strict",906,7454
"2893","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,5,"f","t","strict",906,7454
"2894","t","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",158,4,2,29,"t","f","moderate",906,7454
"2895","f","f","Apartment","Entire home/apt",2,1,0,2,"Real Bed",188,1,7,0,"t","f","strict",906,7454
"2896","f","f","Apartment","Entire home/apt",4,2,2,2,"Real Bed",275,1,1,0,"f","f","flexible",906,7454
"2897","f","t","Apartment","Entire home/apt",2,1,2,3,"Real Bed",125,1,3,26,"f","f","moderate",906,7454
"2898","f","f","Apartment","Private room",1,1,1,1,"Real Bed",390,1,1,0,"f","f","moderate",906,7454
"2899","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,19,"t","t","strict",906,7454
"2900","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,29,"t","t","strict",906,7454
"2901","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,84,"t","t","strict",906,7454
"2902","t","t","Apartment","Entire home/apt",8,1,3,4,"Real Bed",299,3,1,209,"t","t","strict",906,7454
"2903","f","t","Apartment","Entire home/apt",8,2,4,4,"Real Bed",259,1,2,2,"t","f","strict",906,7454
"2904","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,1,2,2,"t","f","strict",906,7454
"2905","f","f","House","Entire home/apt",5,1.5,2,3,"Real Bed",193,2,2,5,"t","f","super_strict_30",906,7454
"2906","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",141,1,3,0,"f","f","strict",906,7454
"2907","f","t","Apartment","Entire home/apt",1,1,1,2,"Real Bed",120,1,2,4,"t","f","strict",906,7454
"2908","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,21,"t","t","strict",906,7454
"2910","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",229,1,2,26,"t","t","strict",906,7454
"2911","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict",906,7454
"2912","f","f","Apartment","Entire home/apt",5,2,2,2,"Real Bed",185,1,5,0,"f","f","strict",906,7454
"2913","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,0,"t","f","strict",906,7454
"2914","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",349,1,5,6,"f","f","super_strict_30",906,7454
"2915","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,4,34,"f","f","moderate",906,7454
"2916","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",225,1,1,1,"f","f","flexible",906,7454
"2917","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,21,"t","f","strict",906,7454
"2918","t","f","Condominium","Entire home/apt",1,1,0,1,"Real Bed",175,1,5,11,"f","f","strict",906,7454
"2919","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,3,6,"f","t","moderate",906,7454
"2920","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,13,"t","t","strict",906,7454
"2921","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict",906,7454
"2923","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",111,4,2,32,"t","f","strict",906,7454
"2924","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",160,1,2,1,"t","f","flexible",906,7454
"2925","f","t","Apartment","Entire home/apt",3,1,0,1,"Real Bed",225,1,1,0,"f","f","flexible",906,7454
"2927","t","f","Condominium","Entire home/apt",2,1,1,1,"Real Bed",140,1,14,1,"f","f","strict",906,7454
"2928","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",129,1,2,15,"t","t","strict",906,7454
"2929","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",147,1,1,3,"t","f","flexible",906,7454
"2930","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",285,2,2,20,"f","f","moderate",906,7454
"2931","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",170,1,5,0,"t","f","flexible",906,7454
"2932","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",259,1,2,41,"t","t","strict",906,7454
"2933","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,0,"f","f","flexible",906,7454
"2934","f","f","Apartment","Private room",2,1,0,1,"Real Bed",200,1,1,0,"f","f","flexible",906,7454
"2935","f","t","Apartment","Private room",3,1,1,1,"Real Bed",76,1,1,5,"f","f","moderate",906,7454
"2937","f","t","Loft","Entire home/apt",2,1,1,1,"Real Bed",275,2,2,35,"f","f","strict",906,7454
"2938","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,1,1,178,"f","t","strict",906,7454
"2939","t","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",169,2,2,16,"f","f","moderate",906,7454
"2940","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,7,1,"f","f","strict",906,7454
"2942","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",109,1,2,14,"t","t","strict",906,7454
"2943","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",269,1,2,3,"t","t","strict",906,7454
"2944","f","f","Apartment","Entire home/apt",5,2,2,2,"Real Bed",180,1,5,0,"f","f","strict",906,7454
"2946","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",132,1,1,99,"t","t","strict",906,7454
"2947","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,8,"t","t","strict",906,7454
"2948","f","t","Apartment","Entire home/apt",3,1,0,1,"Real Bed",175,1,2,116,"t","f","strict",906,7454
"2949","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",199,1,3,5,"f","f","strict",906,7454
"2950","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"f","f","flexible",906,7454
"2952","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",350,1,1,0,"f","f","flexible",906,7454
"2953","t","f","Apartment","Entire home/apt",6,2,2,3,"Real Bed",363,1,1,121,"f","f","strict",906,7454
"2954","f","t","Apartment","Entire home/apt",6,2,3,3,"Real Bed",269,1,2,2,"t","f","strict",906,7454
"2955","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,32,"f","f","moderate",906,7454
"2956","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,2,12,"f","f","moderate",906,7454
"2957","f","t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",399,1,3,8,"f","t","strict",906,7454
"2958","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",275,2,14,2,"f","f","flexible",906,7454
"2959","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,12,"t","f","strict",906,7454
"2960","f","t","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",350,5,1,5,"f","f","flexible",906,7454
"2961","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,21,"t","f","strict",906,7454
"2962","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,1,5,0,"f","f","strict",906,7454
"2963","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",159,1,2,12,"t","f","strict",906,7454
"2965","f","f","Boat","Entire home/apt",5,1,2,2,"Real Bed",100,1,4,0,"f","f","strict",906,7454
"2967","f","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",259,2,2,51,"t","t","moderate",906,7454
"2968","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,0,"t","f","strict",906,7454
"2970","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",220,1,1,12,"t","f","flexible",906,7454
"2971","f","f","Apartment","Entire home/apt",6,2,2,3,"Real Bed",300,6,1,125,"t","f","strict",906,7454
"2973","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,9,"f","f","strict",906,7454
"2974","f","f","Apartment","Entire home/apt",4,2,2,2,"Real Bed",400,1,1,0,"f","f","flexible",906,7454
"2975","f","t","Villa","Private room",4,1,1,1,"Real Bed",245,1,3,0,"f","f","strict",906,7454
"2976","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,1,2,84,"t","f","strict",906,7454
"2977","f","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",149,2,2,13,"f","f","strict",906,7454
"2978","f","f","Condominium","Entire home/apt",4,2,2,2,"Real Bed",349,4,3,0,"f","f","flexible",906,7454
"2979","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,3,"t","f","strict",906,7454
"2980","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,1,24,"f","t","strict",906,7454
"2981","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,1,1,84,"t","f","strict",906,7454
"2983","f","t","Apartment","Private room",3,1,1,1,"Real Bed",169,2,1,9,"f","f","moderate",906,7454
"2984","f","t","Apartment","Entire home/apt",5,2,2,1,"Real Bed",180,1,5,0,"f","f","strict",906,7454
"2986","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",189,1,7,2,"f","f","moderate",906,7454
"2987","f","t","Apartment","Entire home/apt",5,1,1,2,"Real Bed",218,3,1,19,"t","f","strict",906,7454
"2990","f","t","Apartment","Entire home/apt",5,1,1,3,"Real Bed",176,2,1,48,"t","t","strict",906,7454
"2991","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,4,2,11,"f","f","moderate",906,7454
"2992","f","t","Apartment","Entire home/apt",5,2,2,1,"Real Bed",175,1,5,0,"f","f","strict",906,7454
"2993","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,1,2,3,"t","t","strict",906,7454
"2994","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",169,2,1,3,"f","f","strict",906,7454
"2995","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,4,"f","f","strict",906,7454
"2996","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",189,1,2,18,"t","f","strict",906,7454
"2997","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",170,1,1,9,"f","f","moderate",906,7454
"2998","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,2,2,0,"t","f","moderate",906,7454
"2999","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",145,1,2,31,"t","f","strict",906,7454
"3000","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",86,1,2,3,"f","f","flexible",906,7454
"3001","t","f","Apartment","Entire home/apt",3,2,2,2,"Real Bed",300,1,7,2,"f","f","strict",906,7454
"3002","f","t","Condominium","Entire home/apt",4,1,1,2,"Real Bed",375,1,4,0,"f","f","moderate",906,7454
"3003","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",79,1,2,4,"t","f","strict",906,7454
"3004","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,5,0,"f","f","strict",906,7454
"3005","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",0,1,1,0,"f","f","strict",906,7454
"3006","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",108,1,2,39,"f","f","strict",906,7454
"3007","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"t","f","flexible",906,7454
"3008","f","f","Condominium","Entire home/apt",3,2,2,2,"Real Bed",159,1,5,2,"f","f","strict",906,7454
"3009","f","f","Villa","Entire home/apt",4,1,1,1,"Real Bed",287,1,7,0,"f","f","flexible",906,7454
"3010","f","t","Villa","Entire home/apt",4,1,1,2,"Real Bed",240,1,1,2,"f","f","strict",906,7454
"3011","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,34,"t","f","strict",906,7454
"3012","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,2,"t","f","strict",906,7454
"3013","f","f","Timeshare","Private room",4,1,1,2,"Real Bed",350,1,7,0,"t","f","strict",906,7454
"3014","f","f","Apartment","Private room",2,2,1,1,"Real Bed",125,1,3,0,"t","f","flexible",906,7454
"3015","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,0,"t","f","moderate",906,7454
"3017","f","t","Apartment","Entire home/apt",6,2,2,3,"Real Bed",119,6,1,20,"t","f","strict",906,7454
"3018","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,3,"t","t","strict",906,7454
"3019","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,2,2,77,"f","t","strict",906,7454
"3020","f","f","Apartment","Entire home/apt",5,2,2,3,"Real Bed",200,1,20,0,"t","f","strict",906,7454
"3021","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",311,1,3,9,"f","f","moderate",906,7454
"3022","t","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",102,4,2,55,"t","f","moderate",906,7454
"3023","f","f","Apartment","Entire home/apt",8,2,2,4,"Real Bed",129,1,2,17,"t","f","strict",906,7454
"3025","f","t","Apartment","Entire home/apt",6,2,3,3,"Real Bed",249,1,2,5,"t","f","strict",906,7454
"3027","f","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",295,3,2,94,"f","f","strict",906,7454
"3028","f","f","Other","Private room",4,1,1,1,"Real Bed",300,1,7,0,"t","f","flexible",906,7454
"3029","f","f","Apartment","Private room",1,1,0,1,"Real Bed",100,1,1,0,"f","f","flexible",906,7454
"3030","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",291,1,1,141,"f","t","strict",906,7454
"3031","f","t","Apartment","Entire home/apt",4,1,2,1,"Real Bed",179,1,2,1,"t","f","strict",906,7454
"3032","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",250,1,2,2,"t","f","strict",906,7454
"3033","t","t","Loft","Entire home/apt",4,2,1,2,"Real Bed",395,4,2,53,"f","t","strict",906,7454
"3034","f","t","Apartment","Entire home/apt",8,2,4,4,"Real Bed",299,1,2,6,"t","t","strict",906,7454
"3035","f","t","Apartment","Private room",3,1,1,1,"Real Bed",180,1,2,0,"f","f","flexible",906,7454
"3038","f","f","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,1,"f","f","moderate",4910,10415
"3039","f","t","Apartment","Private room",2,1,1,1,"Real Bed",120,1,1,125,"t","f","moderate",4910,10415
"3040","f","f","Apartment","Private room",1,1,1,1,"Real Bed",50,1,25,1,"t","f","flexible",4910,10415
"3041","f","f","Apartment","Private room",2,1,0,1,"Real Bed",85,1,7,7,"t","f","strict",4910,10415
"3042","f","t","Apartment","Private room",1,1,1,1,"Real Bed",60,1,1,1,"t","f","flexible",4910,10415
"3043","f","f","Apartment","Private room",1,1,0,1,"Real Bed",65,1,1,2,"t","f","flexible",4910,10415
"3044","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,6,1,"f","f","strict",4910,10415
"3045","f","t","Apartment","Private room",1,1,1,1,"Real Bed",55,1,1,0,"t","f","strict",4910,10415
"3046","f","t","Condominium","Private room",1,1,1,1,"Real Bed",85,1,2,6,"t","f","strict",4910,10415
"3047","f","f","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,5,"t","f","flexible",4910,10415
"3048","f","f","Apartment","Private room",1,1,1,1,"Real Bed",65,1,5,2,"t","f","flexible",4910,10415
"3049","f","t","Apartment","Private room",2,1,1,2,"Real Bed",100,1,2,1,"t","f","flexible",4910,10415
"3050","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,20,"f","f","moderate",4910,10415
"3051","f","f","Apartment","Private room",1,1,1,1,"Real Bed",98,1,3,1,"t","f","strict",4910,10415
"3052","f","f","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",175,2,2,7,"f","f","strict",4910,10415
"3053","f","f","Apartment","Private room",2,1,1,1,"Real Bed",67,1,7,0,"f","f","strict",4910,10415
"3054","f","f","Apartment","Private room",2,1,1,2,"Real Bed",75,1,1,0,"t","f","moderate",4910,10415
"3055","f","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,14,"t","f","flexible",4910,10415
"3056","f","f","Other","Private room",1,1,1,1,"Real Bed",90,1,1,56,"t","f","strict",4910,10415
"3057","f","f","Apartment","Private room",2,1,1,2,"Real Bed",298,4,14,2,"f","f","strict",4910,10415
"3058","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",109,1,1,14,"f","f","strict",4910,10415
"3059","f","f","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,3,"f","f","flexible",4910,10415
"3060","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",189,1,2,10,"f","t","strict",4910,10415
"3061","f","f","Bed & Breakfast","Private room",1,1,1,1,"Real Bed",125,1,2,0,"f","f","strict",4910,10415
"3062","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",250,1,2,15,"t","f","moderate",4910,10415
"3063","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,1,3,10,"t","f","moderate",4910,10415
"3064","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",210,2,2,2,"t","f","moderate",4910,10415
"3065","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",152,2,2,11,"f","f","moderate",4910,10415
"3066","f","t","Apartment","Entire home/apt",10,1,1,16,"Real Bed",229,2,2,8,"f","f","strict",4910,10415
"3067","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",80,3,3,69,"t","t","strict",4910,10415
"3068","t","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",219,2,2,23,"f","t","moderate",4910,10415
"3069","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",200,1,2,12,"f","f","moderate",4910,10415
"3070","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",120,1,20,2,"f","f","strict",4910,10415
"3071","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",375,1,4,18,"f","f","moderate",4910,10415
"3072","f","t","Apartment","Private room",2,1,1,1,"Real Bed",145,1,3,3,"t","f","strict",4910,10415
"3073","f","t","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,3,"f","f","flexible",4910,10415
"3074","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",110,1,1,4,"t","f","flexible",4910,10415
"3075","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",89,1,2,15,"t","t","strict",4910,10415
"3076","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",180,1,2,65,"f","f","moderate",4910,10415
"3077","f","f","Other","Entire home/apt",2,1,0,1,"Real Bed",185,1,3,4,"t","f","moderate",4910,10415
"3078","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",150,1,1,12,"f","t","strict",4910,10415
"3079","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",360,4,2,7,"t","t","strict",4910,10415
"3080","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",350,5,1,14,"t","f","flexible",4910,10415
"3081","f","t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",99,1,2,10,"t","t","strict",4910,10415
"3082","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",259,1,3,7,"t","f","moderate",4910,10415
"3083","f","f","Apartment","Entire home/apt",7,1,2,3,"Real Bed",247,4,1,0,"t","f","strict",4910,10415
"3084","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",89,1,2,16,"t","t","strict",4910,10415
"3085","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,18,"t","t","strict",4910,10415
"3086","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",360,4,2,6,"t","f","strict",4910,10415
"3087","t","t","Apartment","Entire home/apt",8,1,2,4,"Real Bed",360,4,2,7,"t","t","strict",4910,10415
"3088","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",129,1,2,17,"t","t","strict",4910,10415
"3089","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",126,1,3,3,"f","t","strict",4910,10415
"3090","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,10,0,"f","f","strict",4910,10415
"3091","f","t","Other","Entire home/apt",3,1,1,1,"Real Bed",259,1,3,1,"f","f","moderate",4910,10415
"3092","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,1,2,3,"t","f","flexible",4910,10415
"3093","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",324,1,3,1,"f","f","moderate",4910,10415
"3094","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,1,"f","f","strict",4910,10415
"3095","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",369,1,3,0,"f","f","strict",4910,10415
"3096","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",182,1,3,0,"f","f","strict",4910,10415
"3097","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",100,1,1,6,"f","f","flexible",4910,10415
"3098","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",229,1,3,2,"f","f","strict",4910,10415
"3099","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,0,"f","f","strict",4910,10415
"3100","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",260,1,2,0,"f","f","moderate",4910,10415
"3101","f","f","Apartment","Entire home/apt",5,2,2,1,"Real Bed",199,1,3,0,"f","f","strict",4910,10415
"3102","f","t","Condominium","Entire home/apt",4,1,1,2,"Real Bed",225,1,1,0,"f","f","strict",4910,10415
"3105","f","t","Other","Entire home/apt",3,1,1,2,"Real Bed",259,1,3,1,"f","f","moderate",4910,10415
"3106","f","t","Apartment","Entire home/apt",5,2,2,3,"Real Bed",299,1,3,0,"f","f","moderate",4910,10415
"3107","f","f","Apartment","Entire home/apt",4,2,2,3,"Real Bed",375,1,24,0,"f","f","strict",4910,10415
"3108","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,1,1,1,"f","f","flexible",4910,10415
"3109","f","t","Apartment","Shared room",1,1,1,1,"Real Bed",50,1,1,33,"t","f","moderate",4910,10415
"3110","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,1,0,"f","f","flexible",4910,10415
"3111","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,30,1,"f","f","strict",4910,10415
"3112","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",183,1,3,3,"f","f","strict",4910,10415
"3113","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,30,2,"f","f","strict",4910,10415
"3114","f","t","Apartment","Private room",1,1,1,1,"Real Bed",97,2,30,3,"f","f","flexible",4910,10415
"3115","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,1,30,0,"f","f","strict",4910,10415
"3117","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",124,1,30,1,"f","f","strict",4910,10415
