"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"3870","f","t","House","Private room",3,1.5,1,1,"Real Bed",69,1,2,144,"t","f","strict",8467,13047
"3871","f","t","Apartment","Private room",2,1,1,1,"Real Bed",99,2,1,11,"t","f","strict",8467,13047
"3872","f","f","Apartment","Private room",2,1,1,1,"Real Bed",60,1,2,1,"t","f","strict",8467,13047
"3873","f","t","House","Private room",2,1,1,1,"Real Bed",80,2,1,28,"t","f","strict",8467,13047
"3874","t","f","Apartment","Private room",2,2,1,2,"Real Bed",65,1,2,3,"f","f","strict",8467,13047
"3875","f","f","Apartment","Private room",2,1,1,2,"Real Bed",55,2,1,24,"t","f","strict",8467,13047
"3876","f","t","House","Private room",2,3.5,1,1,"Real Bed",45,1,1,5,"t","f","strict",8467,13047
"3877","f","f","Apartment","Private room",2,1,1,1,"Real Bed",60,1,2,3,"t","f","strict",8467,13047
"3878","f","t","House","Private room",2,2,1,1,"Real Bed",61,1,1,154,"f","f","moderate",8467,13047
"3879","t","t","House","Private room",3,2,1,2,"Real Bed",75,1,1,350,"f","f","flexible",8467,13047
"3880","f","t","House","Private room",3,1.5,1,3,"Real Bed",65,1,1,290,"t","f","strict",8467,13047
"3881","t","f","House","Private room",2,2,1,1,"Real Bed",46,1,2,3,"t","f","flexible",8467,13047
"3882","t","f","Apartment","Private room",1,1,1,1,"Real Bed",46,1,2,9,"t","f","strict",8467,13047
"3883","f","t","House","Private room",3,1,1,1,"Real Bed",50,1,1,5,"t","f","strict",8467,13047
"3884","t","t","Bed & Breakfast","Private room",2,2.5,1,1,"Real Bed",100,2,1,160,"f","f","flexible",8467,13047
"3885","t","f","Apartment","Private room",2,2,1,1,"Real Bed",50,1,3,5,"f","f","strict",8467,13047
"3886","f","f","Apartment","Private room",1,1,1,1,"Real Bed",28,1,10,1,"t","f","strict",8467,13047
"3887","t","f","Apartment","Private room",1,2,1,1,"Real Bed",55,1,2,2,"f","f","strict",8467,13047
"3888","f","f","House","Private room",1,1,0,1,"Real Bed",88,1,1,0,"f","f","flexible",8467,13047
"3889","f","t","Apartment","Entire home/apt",9,1,3,6,"Real Bed",264,6,1,79,"f","t","strict",8467,13047
"3890","t","t","Apartment","Private room",2,1,1,1,"Real Bed",90,1,1,60,"f","f","flexible",8467,13047
"3891","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,29,"t","f","strict",8467,13047
"3892","t","f","Apartment","Private room",1,2,1,1,"Real Bed",50,1,2,2,"f","f","flexible",8467,13047
"3893","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,3,"f","f","strict",8467,13047
"3894","t","t","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,2,"f","f","strict",8467,13047
"3895","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,2,3,"f","f","strict",8467,13047
"3896","f","f","Apartment","Private room",1,1,1,1,"Real Bed",65,1,15,0,"f","f","strict",8467,13047
"3897","f","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",176,4,2,4,"t","f","moderate",8467,13047
"3898","f","f","Apartment","Private room",2,1,1,2,"Real Bed",70,1,1,0,"f","f","flexible",8467,13047
"3899","f","f","House","Private room",2,1.5,1,1,"Real Bed",86,2,1,1,"f","f","strict",8467,13047
"3900","t","f","Apartment","Private room",2,1,1,1,"Real Bed",46,1,2,14,"f","f","flexible",8467,13047
"3901","t","t","Apartment","Private room",1,1,1,1,"Real Bed",41,1,14,2,"f","f","strict",8467,13047
"3902","f","f","Condominium","Entire home/apt",5,1,2,3,"Real Bed",178,4,1,8,"f","t","strict",8467,13047
"3903","f","t","Apartment","Entire home/apt",8,2,3,4,"Real Bed",175,2,1,64,"t","f","strict",8467,13047
"3904","f","t","Apartment","Private room",2,1,2,2,"Real Bed",66,2,1,11,"t","f","moderate",8467,13047
"3905","f","f","House","Entire home/apt",2,1,1,1,"Real Bed",95,1,7,21,"f","f","moderate",8467,13047
"3906","t","t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",125,1,1,97,"f","t","strict",8467,13047
"3907","f","t","Apartment","Entire home/apt",4,1,2,3,"Real Bed",115,4,2,226,"t","f","moderate",8467,13047
"3908","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,151,"t","f","moderate",8467,13047
"3909","f","t","Apartment","Entire home/apt",4,1,2,3,"Real Bed",135,5,1,20,"f","f","moderate",8467,13047
"3910","f","t","Apartment","Private room",2,1,1,1,"Real Bed",58,2,1,10,"t","f","moderate",8467,13047
"3911","f","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",144,2,3,13,"f","f","strict",8467,13047
"3912","t","f","Apartment","Entire home/apt",8,2,4,6,"Real Bed",200,4,3,3,"f","t","strict",8467,13047
"3913","t","t","Apartment","Private room",2,1,1,1,"Real Bed",79,1,3,0,"f","f","flexible",8467,13047
"3914","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,4,4,"f","f","strict",8467,13047
"3915","t","f","Apartment","Private room",2,1,1,1,"Real Bed",110,1,7,4,"f","f","moderate",8467,13047
"3916","t","f","Apartment","Private room",2,1,1,2,"Real Bed",160,1,1,0,"f","f","moderate",8467,13047
"3917","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",150,1,3,34,"f","t","moderate",8467,13047
"3918","f","t","Apartment","Entire home/apt",6,1,3,4,"Real Bed",110,1,1,92,"f","t","moderate",8467,13047
"3919","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",200,4,3,1,"f","f","flexible",8467,13047
"3920","t","f","Apartment","Entire home/apt",5,1,3,2,"Real Bed",250,1,3,0,"f","f","strict",8467,13047
"3921","f","t","Apartment","Shared room",3,1,1,1,"Real Bed",47,1,1,0,"f","f","flexible",8467,13047
"3922","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,5,0,"f","f","strict",8467,13047
"3923","f","f","Apartment","Entire home/apt",7,1,3,3,"Real Bed",276,1,2,0,"f","f","strict",8467,13047
"3924","f","t","Townhouse","Private room",4,2.5,2,2,"Real Bed",149,1,3,70,"f","f","moderate",8467,13047
"3925","f","t","Apartment","Private room",1,1,1,1,"Real Bed",76,1,2,5,"f","f","moderate",8467,13047
"3926","t","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",198,4,1,1,"f","f","strict",8467,13047
"3927","t","t","House","Private room",2,1,1,1,"Real Bed",93,1,1,96,"f","f","moderate",8467,13047
"3928","f","f","Apartment","Private room",1,1,1,1,"Airbed",38,1,30,5,"f","f","strict",8467,13047
"3930","f","t","House","Private room",4,3.5,1,2,"Real Bed",45,1,1,6,"t","f","strict",8467,13047
"3931","t","f","House","Private room",4,2,1,2,"Real Bed",61,2,2,21,"t","f","moderate",8467,13047
"3932","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,2,26,"f","f","moderate",8467,13047
"3933","f","t","Apartment","Private room",1,4,1,1,"Real Bed",59,1,5,0,"f","f","flexible",8467,13047
"3934","f","t","Apartment","Private room",1,1,1,1,"Real Bed",55,1,2,1,"f","f","strict",8467,13047
"3935","f","f","Apartment","Private room",2,1,1,1,"Real Bed",99,2,1,8,"t","f","strict",8467,13047
"3936","t","t","Condominium","Private room",1,1,1,1,"Real Bed",65,1,1,18,"f","f","flexible",8467,13047
"3937","f","t","Apartment","Entire home/apt",7,1,3,4,"Real Bed",199,2,1,47,"f","t","strict",8467,13047
"3938","f","f","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,3,"t","f","moderate",8467,13047
"3939","f","f","Townhouse","Private room",2,2.5,1,1,"Real Bed",47,1,7,1,"f","f","flexible",8467,13047
"3940","f","f","Apartment","Private room",1,1,1,1,"Airbed",29,1,10,2,"f","f","moderate",8467,13047
"3941","t","t","House","Private room",2,1.5,1,1,"Airbed",58,1,2,20,"f","f","moderate",8467,13047
"3942","t","f","Apartment","Private room",2,2,1,2,"Real Bed",58,1,2,15,"f","f","strict",8467,13047
"3943","f","t","Apartment","Private room",1,1.5,2,1,"Real Bed",70,1,1,1,"f","f","strict",8467,13047
"3944","f","t","House","Private room",2,1,1,1,"Real Bed",65,1,2,1,"f","f","moderate",8467,13047
"3945","f","f","Apartment","Private room",2,1,0,1,"Real Bed",60,2,1,16,"t","f","strict",8467,13047
"3946","f","t","Apartment","Private room",2,1,1,1,"Real Bed",99,1,2,62,"f","f","flexible",8467,13047
"3947","f","f","House","Private room",1,1,1,1,"Real Bed",80,1,1,2,"t","f","flexible",8467,13047
"3948","f","t","House","Private room",2,1.5,1,1,"Real Bed",70,1,1,86,"f","f","moderate",8467,13047
"3949","t","f","House","Private room",4,2,1,2,"Real Bed",67,2,2,18,"t","f","moderate",8467,13047
"3950","t","f","Apartment","Private room",1,1,1,1,"Real Bed",110,1,1,0,"f","f","moderate",8467,13047
"3951","f","t","Apartment","Private room",2,2,1,2,"Real Bed",59,2,1,4,"f","f","flexible",8467,13047
"3952","t","t","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,83,"f","f","flexible",8467,13047
"3953","f","f","Apartment","Private room",1,1,1,1,"Real Bed",70,1,2,10,"f","f","flexible",8467,13047
"3954","f","t","House","Private room",4,1,1,2,"Real Bed",65,1,1,11,"f","f","strict",8467,13047
"3955","f","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,2,84,"f","f","moderate",8467,13047
"3956","f","f","Condominium","Entire home/apt",5,1,2,3,"Real Bed",247,1,2,0,"f","f","strict",8467,13047
"3957","f","f","Apartment","Private room",1,1,1,1,"Real Bed",65,1,15,4,"f","f","strict",8467,13047
"3958","f","f","Apartment","Private room",1,1,1,1,"Real Bed",55,1,15,0,"t","f","strict",8467,13047
"3959","f","f","House","Private room",4,1.5,3,3,"Real Bed",54,3,1,4,"f","f","strict",8467,13047
"3960","f","t","Apartment","Private room",3,1,1,3,"Real Bed",119,3,3,1,"f","f","moderate",8467,13047
"3961","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,1,2,24,"f","t","moderate",8467,13047
"3962","t","f","Apartment","Private room",2,2,1,2,"Real Bed",60,1,3,1,"f","f","strict",8467,13047
"3963","f","f","House","Entire home/apt",8,2,3,5,"Real Bed",189,8,3,4,"f","f","strict",8467,13047
"3964","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",157,1,2,8,"t","f","strict",8467,13047
"3965","f","t","Apartment","Entire home/apt",16,3,6,13,"Real Bed",275,1,1,4,"f","t","strict",8467,13047
"3966","t","t","Apartment","Private room",1,1,1,1,"Airbed",35,1,1,181,"t","f","moderate",8467,13047
"3967","f","f","Apartment","Private room",1,1,1,1,"Airbed",31,1,15,3,"f","f","moderate",8467,13047
"3968","t","t","Condominium","Private room",2,1.5,1,1,"Real Bed",50,1,1,21,"f","f","strict",8467,13047
"3969","f","f","House","Private room",1,1,1,1,"Real Bed",70,2,1,1,"f","f","flexible",8467,13047
"3970","f","f","Apartment","Private room",3,1,1,2,"Real Bed",55,1,1,5,"t","f","flexible",8467,13047
"3971","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,24,"t","f","strict",8467,13047
"3972","f","f","Apartment","Private room",2,1,1,1,"Real Bed",99,1,1,6,"f","f","flexible",8467,13047
"3973","f","t","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,19,"f","f","strict",8467,13047
"3974","f","t","House","Entire home/apt",4,2,2,2,"Real Bed",120,4,2,2,"f","f","strict",8467,13047
"3975","f","f","House","Private room",3,1,1,1,"Real Bed",60,2,1,0,"t","f","strict",8467,13047
"3977","f","t","House","Private room",5,1,1,2,"Real Bed",75,2,1,104,"f","f","strict",8467,13047
"3978","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,21,12,"f","f","strict",8467,13047
"3979","f","f","Apartment","Private room",2,1,1,1,"Real Bed",46,2,1,0,"t","f","strict",8467,13047
"3980","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,2,21,"f","f","moderate",8467,13047
"3981","f","f","House","Private room",2,1.5,1,1,"Real Bed",100,2,3,1,"t","f","flexible",8467,13047
"3982","f","t","House","Private room",5,1,1,2,"Real Bed",100,2,1,123,"f","f","strict",8467,13047
"3983","t","t","Townhouse","Private room",2,1.5,1,1,"Real Bed",150,1,1,27,"f","f","moderate",8467,13047
"3984","f","f","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,0,"f","f","flexible",8467,13047
"3985","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",104,3,1,11,"t","f","moderate",8467,13047
"3986","f","t","Apartment","Entire home/apt",4,1,3,4,"Real Bed",179,1,5,0,"f","f","moderate",8467,13047
"3987","f","t","House","Private room",3,1.5,1,2,"Real Bed",35,1,3,50,"f","f","flexible",8467,13047
"3988","f","t","Apartment","Private room",1,1,1,1,"Airbed",100,1,1,0,"f","f","flexible",8467,13047
"3989","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,2,13,"f","f","moderate",8467,13047
"3990","f","t","Apartment","Private room",3,1,1,1,"Real Bed",60,1,1,3,"t","f","strict",8467,13047
"3991","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,18,"t","f","strict",8467,13047
"3992","f","t","Apartment","Entire home/apt",12,2,3,7,"Real Bed",249,1,1,23,"f","t","strict",8467,13047
"3993","f","f","Apartment","Entire home/apt",3,1,2,2,"Real Bed",84,3,4,1,"t","f","strict",8467,13047
"3994","f","t","Condominium","Entire home/apt",2,1.5,1,1,"Real Bed",120,2,1,1,"f","f","moderate",8467,13047
"3995","f","t","House","Private room",4,1,1,2,"Real Bed",55,1,1,200,"t","f","flexible",8467,13047
"3996","f","f","Apartment","Private room",3,1,1,2,"Real Bed",44,1,7,2,"t","f","strict",8467,13047
"3997","t","t","House","Private room",3,2,1,2,"Real Bed",76,1,1,318,"t","f","flexible",8467,13047
"3998","f","f","Apartment","Entire home/apt",6,2,3,3,"Real Bed",170,3,2,23,"f","f","moderate",8467,13047
"3999","f","t","Condominium","Entire home/apt",5,1,3,3,"Real Bed",99,1,1,26,"f","f","strict",8467,13047
"4000","f","f","Other","Entire home/apt",2,1,1,1,"Real Bed",80,1,1,9,"f","f","flexible",8467,13047
"4001","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,12,"t","f","strict",8467,13047
"4002","f","f","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,0,"f","f","flexible",8467,13047
"4003","f","t","In-law","Private room",2,1,1,1,"Real Bed",55,1,7,50,"f","f","moderate",8467,13047
"4004","t","f","Apartment","Private room",2,1,1,1,"Real Bed",160,1,3,1,"f","f","moderate",8467,13047
"4005","f","f","Condominium","Entire home/apt",6,1,3,3,"Real Bed",264,1,2,0,"f","f","strict",8467,13047
"4006","f","t","Apartment","Private room",1,1,1,1,"Real Bed",55,1,1,4,"f","f","strict",8467,13047
"4007","f","t","Apartment","Entire home/apt",3,1,2,2,"Real Bed",150,1,1,3,"f","f","moderate",8467,13047
"4008","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,2,4,54,"f","f","flexible",8467,13047
"4009","f","f","Apartment","Private room",1,1,1,1,"Airbed",37,1,15,2,"f","f","moderate",8467,13047
"4010","f","f","House","Entire home/apt",9,1.5,2,5,"Real Bed",220,2,2,19,"t","t","strict",8467,13047
"4011","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,15,0,"f","f","strict",8467,13047
"4012","f","t","House","Private room",2,1,1,1,"Real Bed",76,1,2,45,"t","f","moderate",8467,13047
"4013","f","t","Condominium","Entire home/apt",4,1.5,1,2,"Real Bed",97,2,2,2,"f","f","moderate",8467,13047
"4014","t","t","House","Private room",3,1,1,2,"Real Bed",50,2,1,71,"f","f","moderate",8467,13047
"4015","t","f","Apartment","Private room",2,1,1,1,"Real Bed",135,1,5,1,"f","f","moderate",8467,13047
"4016","f","t","Condominium","Private room",2,1,1,1,"Real Bed",68,1,1,40,"t","f","moderate",8467,13047
"4017","f","f","Apartment","Private room",1,1,1,1,"Airbed",37,1,15,6,"f","f","strict",8467,13047
"4018","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,2,4,43,"f","f","flexible",8467,13047
"4019","f","f","House","Private room",1,1,1,1,"Real Bed",75,1,1,0,"t","f","flexible",8467,13047
"4020","f","f","Apartment","Private room",1,1,0,1,"Real Bed",100,1,1,0,"t","f","flexible",8467,13047
"4021","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,79,"f","f","flexible",8467,13047
"4022","t","t","Bed & Breakfast","Private room",2,2.5,1,1,"Real Bed",80,2,1,214,"f","f","flexible",8467,13047
"4023","f","t","House","Private room",3,1.5,1,1,"Real Bed",75,1,2,168,"t","f","moderate",8467,13047
"4024","f","f","Condominium","Private room",2,1,1,1,"Futon",70,1,1,73,"f","f","moderate",8467,13047
"4025","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,1,2,4,"t","f","flexible",8467,13047
"4026","f","t","House","Private room",2,1,1,1,"Real Bed",75,1,2,11,"f","f","moderate",8467,13047
"4027","t","t","Condominium","Private room",2,1,1,1,"Real Bed",80,1,2,18,"t","f","flexible",8467,13047
"4028","t","t","Apartment","Private room",1,1,1,1,"Real Bed",33,1,14,1,"f","f","strict",8467,13047
"4029","t","t","House","Private room",1,1,1,1,"Real Bed",39,1,14,5,"f","f","strict",8467,13047
"4030","t","t","House","Private room",1,1,1,1,"Real Bed",59,1,4,6,"t","f","strict",8467,13047
"4031","f","t","House","Private room",2,2.5,1,1,"Real Bed",70,1,2,86,"f","f","flexible",8467,13047
"4032","f","t","Condominium","Entire home/apt",8,1,2,5,"Real Bed",250,1,3,0,"t","f","strict",8467,13047
"4033","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,15,1,"f","f","moderate",8467,13047
"4034","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",125,2,2,36,"t","t","strict",8467,13047
"4035","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,7,"f","f","flexible",8467,13047
"4036","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,1,86,"f","f","flexible",8467,13047
"4037","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,1,1,24,"f","f","strict",8467,13047
"4038","f","t","House","Private room",2,1,1,1,"Pull-out Sofa",24,2,1,66,"f","f","moderate",8467,13047
"4039","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,11,"f","f","flexible",8467,13047
"4040","f","t","Apartment","Private room",4,1,1,2,"Real Bed",67,2,1,65,"f","f","strict",8467,13047
"4041","f","t","House","Private room",1,1,1,1,"Real Bed",40,1,3,32,"f","f","strict",8467,13047
"4042","f","t","Apartment","Private room",1,1,1,1,"Real Bed",61,1,3,21,"f","f","moderate",8467,13047
"4043","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",200,4,1,16,"f","f","moderate",8467,13047
"4044","t","f","Apartment","Private room",1,2,1,1,"Real Bed",51,1,2,18,"f","f","strict",8467,13047
"4045","f","f","House","Private room",2,1.5,1,1,"Real Bed",100,1,3,2,"t","f","flexible",8467,13047
"4046","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,4,2,35,"t","f","strict",8467,13047
"4047","f","t","House","Entire home/apt",5,1,3,3,"Real Bed",90,1,1,4,"f","f","moderate",8467,13047
"4048","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,6,"t","f","strict",8467,13047
"4049","f","t","House","Private room",3,1,1,1,"Real Bed",96,2,1,10,"t","f","strict",8467,13047
"4050","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,2,"f","f","strict",8467,13047
"4051","f","t","Condominium","Entire home/apt",2,1,1,2,"Real Bed",150,1,1,13,"f","f","flexible",8467,13047
"4052","f","t","House","Private room",4,3.5,1,2,"Real Bed",55,1,1,2,"t","f","strict",8467,13047
"4053","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,3,2,"f","f","strict",8467,13047
"4054","f","t","Apartment","Private room",8,1,1,4,"Real Bed",99,4,1,15,"f","f","strict",8467,13047
"4055","f","f","Guest suite","Private room",2,1,1,2,"Real Bed",62,1,1,82,"f","f","moderate",8467,13047
"4056","f","t","House","Private room",3,1,1,2,"Real Bed",90,2,1,27,"t","f","flexible",8467,13047
"4057","f","t","Apartment","Private room",4,1,1,2,"Real Bed",75,2,1,95,"f","f","strict",8467,13047
"4058","t","f","House","Private room",5,2,1,2,"Real Bed",92,2,2,11,"t","f","moderate",8467,13047
"4059","f","f","House","Entire home/apt",5,1,2,2,"Real Bed",160,1,1,4,"t","f","flexible",8467,13047
"4060","f","t","Apartment","Private room",3,1,1,1,"Real Bed",64,1,1,91,"f","f","strict",8467,13047
"4061","t","t","Apartment","Entire home/apt",6,1.5,2,5,"Real Bed",190,3,3,27,"t","t","moderate",8467,13047
"4062","f","t","House","Private room",2,1,1,1,"Real Bed",60,1,2,1,"f","f","moderate",8467,13047
"4063","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,3,15,"f","f","moderate",8467,13047
"4064","f","f","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,0,"f","f","flexible",8467,13047
"4065","f","t","House","Entire home/apt",9,2,5,4,"Real Bed",175,3,2,36,"t","t","strict",8467,13047
"4066","f","t","Apartment","Entire home/apt",6,1.5,3,2,"Real Bed",300,1,3,20,"f","f","moderate",8467,13047
